u,g,r,i,z,u-g,g-r,r-i,i-z
20.7216,19.80158,19.5201,19.4243,19.31794,0.92002,0.28148,0.0958,0.10636
21.07499,19.98246,19.7061,19.62059,19.58822,1.09253,0.27636,0.08551,0.03237
21.46835,20.39123,20.11437,19.9615,19.9364,1.07712,0.27686,0.15287,0.0251
23.21681,21.31046,20.90266,20.76353,20.45526,1.90635,0.4078,0.13913,0.30827
22.57109,21.94087,21.50618,21.3529,21.08691,0.63022,0.43469,0.15328,0.26599
23.72009,22.24644,21.76915,21.78239,21.69989,1.47365,0.47729,-0.01324,0.0825
24.54961,24.76759,22.95297,22.56304,22.74739,-0.21798,1.81462,0.38993,-0.18435
21.09117,20.24268,19.94499,19.7645,19.83588,0.84849,0.29769,0.18049,-0.07138
21.36473,20.6055,20.23562,20.21132,19.93688,0.75923,0.36988,0.0243,0.27444
23.12257,22.1376,21.69858,21.54145,21.30476,0.98497,0.43902,0.15713,0.23669
24.30887,23.2145,22.45153,22.2069,21.91097,1.09437,0.76297,0.24463,0.29593
22.19551,21.36346,20.82764,20.75404,20.89472,0.83205,0.53582,0.0736,-0.14068
23.56771,21.96029,21.52506,21.19072,21.10215,1.60742,0.43523,0.33434,0.08857
24.35333,22.18366,21.63446,21.51396,21.22654,2.16967,0.5492,0.1205,0.28742
24.35595,22.68036,22.17472,21.83411,22.14578,1.67559,0.50564,0.34061,-0.31167
24.79268,24.78961,22.39299,22.91333,22.26278,0.00307,2.39662,-0.52034,0.65055
21.60179,20.55028,20.27728,20.0981,20.01041,1.05151,0.273,0.17918,0.08769
21.72894,21.02117,20.66249,20.4656,20.6261,0.70777,0.35868,0.19689,-0.1605
24.65076,22.02215,21.43704,21.03537,21.10342,2.62861,0.58511,0.40167,-0.06805
21.46791,20.5195,20.1357,20.03337,19.99519,0.94841,0.3838,0.10233,0.03818
21.85822,21.00747,20.54924,20.35831,20.21675,0.85075,0.45823,0.19093,0.14156
22.15462,21.1012,20.56259,20.5007,20.41294,1.05342,0.53861,0.06189,0.08776
22.4331,21.89319,21.25653,21.0723,20.75261,0.53991,0.63666,0.18423,0.31969
24.61791,21.75291,20.96154,20.78393,21.28254,2.865,0.79137,0.17761,-0.49861
23.61726,24.9944,22.60903,22.10211,21.93004,-1.37714,2.38537,0.50692,0.17207
23.8912,24.19524,23.37592,22.2522,22.84799,-0.30404,0.81932,1.12372,-0.59579
21.49136,20.60825,20.29413,20.11866,20.1035,0.88311,0.31412,0.17547,0.01516
22.53479,21.65464,21.23137,21.00715,20.68421,0.88015,0.42327,0.22422,0.32294
22.47142,21.73401,21.27377,21.10451,20.86828,0.73741,0.46024,0.16926,0.23623
23.43104,22.04665,21.50757,21.34743,21.05293,1.38439,0.53908,0.16014,0.2945
24.52693,23.68181,22.2052,21.42322,20.71382,0.84512,1.47661,0.78198,0.7094
24.24456,24.36006,22.302,22.15717,21.9546,-0.1155,2.05806,0.14483,0.20257
23.91369,22.63812,22.29721,21.98857,22.69204,1.27557,0.34091,0.30864,-0.70347
23.49352,21.97814,21.58585,21.26255,21.02813,1.51538,0.39229,0.3233,0.23442
22.37227,21.45933,20.93708,20.78185,20.71763,0.91294,0.52225,0.15523,0.06422
22.89042,25.10193,22.83302,22.45758,21.94116,-2.21151,2.26891,0.37544,0.51642
22.88839,22.8377,22.37746,21.98702,22.17669,0.05069,0.46024,0.39044,-0.18967
23.41842,22.83895,22.06944,21.72119,21.67825,0.57947,0.76951,0.34825,0.04294
25.36213,23.53708,22.54703,22.50172,21.91073,1.82505,0.99005,0.04531,0.59099
25.40137,25.05339,23.12535,23.65898,23.10474,0.34798,1.92804,-0.53363,0.55424
25.93979,22.50163,21.94797,21.90489,21.74356,3.43816,0.55366,0.04308,0.16133
25.96713,23.21594,21.89345,21.44649,21.35514,2.75119,1.32249,0.44696,0.09135
22.80746,22.1496,21.17708,20.86017,20.88306,0.65786,0.97252,0.31691,-0.02289
24.29451,22.80773,21.89133,21.8429,21.25024,1.48678,0.9164,0.04843,0.59266
23.99886,23.55766,22.51752,22.01704,22.07306,0.4412,1.04014,0.50048,-0.05602
23.24091,21.74058,21.23558,21.09147,21.18732,1.50033,0.505,0.14411,-0.09585
24.84068,22.10363,21.49264,21.55381,21.16462,2.73705,0.61099,-0.06117,0.38919
23.93475,22.60404,21.83974,21.5989,21.83086,1.33071,0.7643,0.24084,-0.23196
23.2936,22.67017,22.0946,21.91638,22.87356,0.62343,0.57557,0.17822,-0.95718
25.33106,23.89779,22.85771,22.45336,22.77546,1.43327,1.04008,0.40435,-0.3221
22.97855,23.22896,22.40511,22.35858,21.3854,-0.25041,0.82385,0.04653,0.97318
24.23123,22.52832,21.97219,21.64111,21.75612,1.70291,0.55613,0.33108,-0.11501
23.95896,22.60712,21.93068,21.78029,21.60133,1.35184,0.67644,0.15039,0.17896
22.81876,22.50664,21.89657,21.8553,22.12071,0.31212,0.61007,0.04127,-0.26541
24.00842,22.84114,22.1313,21.5278,20.89321,1.16728,0.70984,0.6035,0.63459
23.66733,23.31115,22.43889,22.08235,21.92388,0.35618,0.87226,0.35654,0.15847
22.88112,21.85724,21.37326,21.13221,20.81708,1.02388,0.48398,0.24105,0.31513
25.48144,25.30699,25.23676,22.39845,23.03967,0.17445,0.07023,2.83831,-0.64122
16.45434,15.18047,14.61683,14.39311,14.27888,1.27387,0.56364,0.22372,0.11423
17.50707,15.66047,14.91564,14.66063,14.52606,1.8466,0.74483,0.25501,0.13457
17.58443,15.8033,15.07547,14.82248,14.68322,1.78113,0.72783,0.25299,0.13926
17.25071,15.97087,15.94945,16.03562,16.07618,1.27984,0.02142,-0.08617,-0.04056
15.22887,13.80842,13.30618,12.68767,12.80611,1.42045,0.50224,0.61851,-0.11844
13.80696,13.14659,13.03856,12.72806,12.64689,0.66037,0.10803,0.3105,0.08117
18.30734,16.90991,16.2357,16.01645,15.87569,1.39743,0.67421,0.21925,0.14076
17.50989,16.58705,16.27136,16.22328,16.18069,0.92284,0.31569,0.04808,0.04259
15.67544,14.81225,14.01998,13.28953,13.0801,0.86319,0.79227,0.73045,0.20943
15.62079,14.58197,13.48788,12.70294,12.46604,1.03882,1.09409,0.78494,0.2369
19.09094,17.89835,17.38527,17.28102,17.26783,1.19259,0.51308,0.10425,0.01319
20.87024,18.73869,17.7053,17.39598,17.22373,2.13155,1.03339,0.30932,0.17225
19.69199,18.51413,17.86567,17.62836,17.52227,1.17786,0.64846,0.23731,0.10609
19.49849,18.31513,17.76469,17.637,17.54905,1.18336,0.55044,0.12769,0.08795
19.72341,18.49865,17.84314,17.63947,17.53183,1.22476,0.65551,0.20367,0.10764
19.9752,18.82228,18.23044,18.00262,17.93478,1.15292,0.59184,0.22782,0.06784
19.86983,18.61698,18.01373,17.82627,17.73635,1.25285,0.60325,0.18746,0.08992
21.74817,19.35707,18.3356,17.96889,17.79026,2.3911,1.02147,0.36671,0.17863
20.23282,18.79176,18.14874,17.96947,17.90218,1.44106,0.64302,0.17927,0.06729
19.86987,18.70947,18.14128,17.94064,17.83295,1.1604,0.56819,0.20064,0.10769
20.31524,19.28625,18.56298,18.30035,18.22776,1.02899,0.72327,0.26263,0.07259
20.11712,18.99693,18.40217,18.23819,18.17863,1.12019,0.59476,0.16398,0.05956
20.26606,19.18748,18.46446,18.23013,18.20814,1.07858,0.72302,0.23433,0.02199
20.27267,19.31907,18.61307,18.37356,18.31861,0.9536,0.706,0.23951,0.05495
19.15533,18.79309,18.58161,18.41277,18.38997,0.36224,0.21148,0.16884,0.0228
24.57291,22.54941,19.58006,18.44114,17.95027,2.0235,2.96935,1.13892,0.49087
21.88166,19.69011,18.8256,18.58432,18.37692,2.19155,0.86451,0.24128,0.2074
20.24117,19.26384,18.75909,18.61891,18.57094,0.97733,0.50475,0.14018,0.04797
24.99718,21.46628,19.81469,18.62955,17.97408,3.5309,1.65159,1.18514,0.65547
19.70856,25.11439,24.80203,19.01761,22.82691,-5.40583,0.31236,5.78442,-3.8093
20.5132,19.47553,19.02749,18.90914,18.94187,1.03767,0.44804,0.11835,-0.03273
18.3961,17.06865,16.58435,16.42578,16.34237,1.32745,0.4843,0.15857,0.08341
25.01162,20.60348,19.12437,17.95796,17.30217,4.40814,1.47911,1.16641,0.65579
20.921,19.81804,19.55666,19.34328,19.50647,1.10296,0.26138,0.21338,-0.16319
24.63523,21.19686,22.16341,20.92179,21.65113,3.43837,-0.96655,1.24162,-0.72934
21.67046,20.97717,20.66044,20.58164,21.05311,0.69329,0.31673,0.0788,-0.47147
21.65434,20.75533,20.26043,20.19571,19.93081,0.89901,0.4949,0.06472,0.2649
22.11367,21.41265,20.78456,20.61911,20.1442,0.70102,0.62809,0.16545,0.47491
23.5726,21.26685,20.85265,20.67582,20.50929,2.30575,0.4142,0.17683,0.16653
23.44585,23.14749,21.43148,21.02949,22.09831,0.29836,1.71601,0.40199,-1.06882
23.33662,22.79178,22.00346,21.51814,21.58632,0.54484,0.78832,0.48532,-0.06818
24.38229,24.58568,22.81816,22.30416,22.55253,-0.20339,1.76752,0.514,-0.24837
17.06017,15.84583,15.7169,15.69495,15.70934,1.21434,0.12893,0.02195,-0.01439
20.14865,19.0501,18.65256,18.45329,18.3805,1.09855,0.39754,0.19927,0.07279
22.37459,21.29066,20.90989,20.79321,20.33463,1.08393,0.38077,0.11668,0.45858
22.84924,21.25075,21.00838,20.79008,20.62532,1.59849,0.24237,0.2183,0.16476
23.47594,23.40521,21.62185,21.42785,22.39065,0.07073,1.78336,0.194,-0.9628
23.55931,22.94836,22.00866,21.69627,21.91553,0.61095,0.9397,0.31239,-0.21926
23.14728,24.09512,24.80155,22.58871,21.04786,-0.94784,-0.70643,2.21284,1.54085
24.69343,24.21841,23.36641,22.64689,21.89521,0.47502,0.852,0.71952,0.75168
20.26611,19.33571,19.04058,18.8988,18.89942,0.9304,0.29513,0.14178,-0.00062
20.8454,19.6512,19.38073,19.24899,19.21749,1.1942,0.27047,0.13174,0.0315
21.32124,20.14393,19.84607,19.74564,19.76076,1.17731,0.29786,0.10043,-0.01512
21.44617,20.20714,19.91127,19.73997,19.73865,1.23903,0.29587,0.1713,0.00132
25.17132,22.58599,20.93031,19.84204,19.23178,2.58533,1.65568,1.08827,0.61026
21.63412,20.674,20.4493,20.57867,22.12099,0.96012,0.2247,-0.12937,-1.54232
20.41791,19.3655,19.05589,18.90024,18.85582,1.05241,0.30961,0.15565,0.04442
21.00199,20.08161,19.75847,19.59959,19.57905,0.92038,0.32314,0.15888,0.02054
21.75534,20.82113,20.5445,20.38347,20.21529,0.93421,0.27663,0.16103,0.16818
24.39403,22.06946,21.65403,21.20659,21.661,2.32457,0.41543,0.44744,-0.45441
24.50446,22.63598,21.90791,21.55968,21.6955,1.86848,0.72807,0.34823,-0.13582
23.88633,22.7768,21.98707,21.61815,22.56074,1.10953,0.78973,0.36892,-0.94259
24.98977,23.48467,22.31972,21.90377,21.51525,1.5051,1.16495,0.41595,0.38852
22.71444,19.94249,18.47981,17.39371,16.79763,2.77195,1.46268,1.0861,0.59608
21.2568,20.45265,20.15226,20.07188,20.10995,0.80415,0.30039,0.08038,-0.03807
24,24.59518,22.39484,21.9817,20.28031,-0.59518,2.20034,0.41314,1.70139
22.56588,21.52485,21.1861,20.86983,22.32935,1.04103,0.33875,0.31627,-1.45952
24.63814,23.58101,23.0119,22.65312,21.83351,1.05713,0.56911,0.35878,0.81961
24.33811,22.93218,22.43225,21.87983,21.69406,1.40593,0.49993,0.55242,0.18577
23.73831,23.49654,22.8987,22.12436,22.12217,0.24177,0.59784,0.77434,0.00219
20.84159,19.81606,19.53451,19.3162,19.36801,1.02553,0.28155,0.21831,-0.05181
22.03195,21.25491,20.88056,20.61972,20.6485,0.77704,0.37435,0.26084,-0.02878
20.45184,19.58893,19.31325,19.21423,19.17366,0.86291,0.27568,0.09902,0.04057
21.23031,20.31046,20.03104,19.89624,19.68838,0.91985,0.27942,0.1348,0.20786
25.3508,22.76906,21.62713,20.89742,22.19275,2.58174,1.14193,0.72971,-1.29533
24.85784,23.17411,21.81334,21.25897,20.5958,1.68373,1.36077,0.55437,0.66317
23.79465,22.23153,21.16716,20.92059,20.03008,1.56312,1.06437,0.24657,0.89051
24.1202,23.96597,23.37036,22.37494,22.1745,0.15423,0.59561,0.99542,0.20044
24.78062,24.75514,24.33582,24.38304,20.94316,0.02548,0.41932,-0.04722,3.43988
24.36124,24.59595,23.71061,22.17404,22.90056,-0.23471,0.88534,1.53657,-0.72652
23.39499,22.03064,21.21081,21.0734,20.49497,1.36435,0.81983,0.13741,0.57843
20.81149,19.91315,19.60856,19.51177,19.3838,0.89834,0.30459,0.09679,0.12797
21.93835,21.52804,20.51755,20.10862,19.76686,0.41031,1.01049,0.40893,0.34176
24.34383,22.15058,21.69356,21.4331,21.17982,2.19325,0.45702,0.26046,0.25328
20.89751,19.8444,19.58577,19.46494,19.53769,1.05311,0.25863,0.12083,-0.07275
23.67076,21.74541,21.2224,21.00083,20.96757,1.92535,0.52301,0.22157,0.03326
21.81747,20.95824,20.57482,20.37052,20.39689,0.85923,0.38342,0.2043,-0.02637
21.23515,20.22133,19.86032,19.73932,19.84052,1.01382,0.36101,0.121,-0.1012
21.93638,20.94464,20.51288,20.37152,20.44482,0.99174,0.43176,0.14136,-0.0733
24.88069,24.00802,22.43882,21.41616,20.70405,0.87267,1.5692,1.02266,0.71211
21.16872,20.15782,19.92033,19.73397,19.93498,1.0109,0.23749,0.18636,-0.20101
21.74722,20.59669,20.33913,20.20812,20.36946,1.15053,0.25756,0.13101,-0.16134
22.73389,21.58127,21.08486,20.9943,20.66044,1.15262,0.49641,0.09056,0.33386
25.08816,22.9962,21.98544,21.83538,21.33494,2.09196,1.01076,0.15006,0.50044
25.90636,22.87153,22.45666,21.93772,22.70872,3.03483,0.41487,0.51894,-0.771
24.38862,23.82716,22.5463,22.78013,22.36476,0.56146,1.28086,-0.23383,0.41537
22.17209,20.93574,20.61046,20.4015,20.59744,1.23635,0.32528,0.20896,-0.19594
21.42697,20.57319,20.19138,20.04496,19.97553,0.85378,0.38181,0.14642,0.06943
23.12247,22.39686,21.79619,21.58708,21.10352,0.72561,0.60067,0.20911,0.48356
24.24809,23.30574,22.2696,21.83044,21.45466,0.94235,1.03614,0.43916,0.37578
24.26111,22.69409,22.15217,21.67792,21.21706,1.56702,0.54192,0.47425,0.46086
21.95988,21.11629,20.61802,20.44961,20.35889,0.84359,0.49827,0.16841,0.09072
21.73628,20.64599,20.34445,20.24391,20.0638,1.09029,0.30154,0.10054,0.18011
22.14741,21.41015,21.05482,20.89299,20.72015,0.73726,0.35533,0.16183,0.17284
24.91854,21.70734,21.38913,21.066,20.87238,3.2112,0.31821,0.32313,0.19362
23.70246,23.11855,22.64958,22.59474,22.05494,0.58391,0.46897,0.05484,0.5398
21.36324,20.28095,20.02101,19.87029,19.78998,1.08229,0.25994,0.15072,0.08031
24.82904,23.69696,22.95142,22.49239,21.76805,1.13208,0.74554,0.45903,0.72434
21.90877,20.77459,20.42469,20.2003,20.36022,1.13418,0.3499,0.22439,-0.15992
21.39775,20.75177,20.4508,20.31111,20.1901,0.64598,0.30097,0.13969,0.12101
23.74642,22.74408,21.73337,21.4521,21.80145,1.00234,1.01071,0.28127,-0.34935
21.2869,20.52123,20.19013,20.05319,19.99757,0.76567,0.3311,0.13694,0.05562
22.16589,21.30882,20.84959,20.66462,20.58039,0.85707,0.45923,0.18497,0.08423
26.12492,22.2846,21.83101,21.74544,21.87057,3.84032,0.45359,0.08557,-0.12513
23.48268,22.39852,21.72715,21.47142,21.06263,1.08416,0.67137,0.25573,0.40879
22.71457,22.56924,21.98108,21.66278,22.04534,0.14533,0.58816,0.3183,-0.38256
22.73322,21.51618,20.98229,20.63769,21.43774,1.21704,0.53389,0.3446,-0.80005
25.37474,25.21459,23.12134,22.45313,20.68931,0.16015,2.09325,0.66821,1.76382
25.47307,22.66679,21.27803,20.49824,19.91903,2.80628,1.38876,0.77979,0.57921
23.93898,23.03111,22.14614,21.70252,21.66205,0.90787,0.88497,0.44362,0.04047
23.47118,22.20872,21.04723,20.46241,20.09176,1.26246,1.16149,0.58482,0.37065
25.08503,22.76516,22.33309,21.74646,22.28148,2.31987,0.43207,0.58663,-0.53502
25.65463,24.14618,21.70267,20.72969,20.16427,1.50845,2.44351,0.97298,0.56542
23.66956,21.72656,21.17611,20.91535,21.30037,1.943,0.55045,0.26076,-0.38502
25.03649,22.81985,22.30758,21.84551,22.66116,2.21664,0.51227,0.46207,-0.81565
22.64061,21.44908,20.98541,20.79591,20.66192,1.19153,0.46367,0.1895,0.13399
25.51432,22.72867,21.98961,21.7128,21.38076,2.78565,0.73906,0.27681,0.33204
24.28274,22.81945,22.25927,21.48627,20.84587,1.46329,0.56018,0.773,0.6404
25.65143,22.67444,21.10156,20.45868,19.90626,2.97699,1.57288,0.64288,0.55242
23.76251,21.84865,21.37123,21.14333,20.65309,1.91386,0.47742,0.2279,0.49024
26.02986,22.73206,21.9704,21.5842,21.51869,3.2978,0.76166,0.3862,0.06551
23.2865,22.99888,22.27768,22.4579,22.24659,0.28762,0.7212,-0.18022,0.21131
23.32885,22.76722,21.9569,21.70298,21.99638,0.56163,0.81032,0.25392,-0.2934
24.60266,23.39811,22.34849,21.90572,21.84102,1.20455,1.04962,0.44277,0.0647
23.01538,23.36224,22.4576,21.93348,21.37611,-0.34686,0.90464,0.52412,0.55737
17.36598,15.52188,14.81938,14.4912,14.33812,1.8441,0.7025,0.32818,0.15308
18.04289,16.51446,15.91731,15.63767,15.52036,1.52843,0.59715,0.27964,0.11731
18.20209,16.80308,16.27313,16.0457,15.97833,1.39901,0.52995,0.22743,0.06737
18.2466,16.90941,16.36446,16.09844,16.00364,1.33719,0.54495,0.26602,0.0948
18.56914,17.13206,16.57336,16.30685,16.19745,1.43708,0.5587,0.26651,0.1094
18.4255,17.21873,16.82288,16.66451,16.63703,1.20677,0.39585,0.15837,0.02748
18.81957,17.45544,16.92156,16.67042,16.58286,1.36413,0.53388,0.25114,0.08756
22.11033,19.67644,18.18777,17.00222,16.37332,2.43389,1.48867,1.18555,0.6289
20.48519,18.24198,17.43993,17.14701,17.00425,2.24321,0.80205,0.29292,0.14276
19.39761,18.07727,17.56413,17.33572,17.25521,1.32034,0.51314,0.22841,0.08051
19.44237,18.16749,17.65156,17.4414,17.36836,1.27488,0.51593,0.21016,0.07304
19.74592,18.55155,18.06792,17.85328,17.76369,1.19437,0.48363,0.21464,0.08959
19.8776,18.60791,18.11777,17.90988,17.81447,1.26969,0.49014,0.20789,0.09541
19.81249,18.51744,17.99914,17.78625,17.73612,1.29505,0.5183,0.21289,0.05013
22.82843,20.01507,18.65837,17.89647,17.48912,2.81336,1.3567,0.7619,0.40735
19.8887,18.70354,18.22655,18.01151,17.93733,1.18516,0.47699,0.21504,0.07418
19.98823,18.72667,18.25807,18.02717,17.97769,1.26156,0.4686,0.2309,0.04948
20.41171,18.92496,18.32645,18.05924,17.95424,1.48675,0.59851,0.26721,0.105
19.91909,18.70337,18.23561,18.00922,17.98987,1.21572,0.46776,0.22639,0.01935
20.60652,18.8484,18.24614,18.03789,17.94848,1.75812,0.60226,0.20825,0.08941
20.13853,19.04732,18.61619,18.43422,18.39621,1.09121,0.43113,0.18197,0.03801
20.19663,19.07565,18.60402,18.40045,18.34407,1.12098,0.47163,0.20357,0.05638
20.27478,19.30886,18.85181,18.64996,18.6785,0.96592,0.45705,0.20185,-0.02854
20.27432,19.19097,18.79193,18.72681,18.67154,1.08335,0.39904,0.06512,0.05527
20.25325,19.17873,18.82845,18.67208,18.70545,1.07452,0.35028,0.15637,-0.03337
20.26443,19.37037,19.06501,18.94149,19.02283,0.89406,0.30536,0.12352,-0.08134
20.34943,20.98587,20.32917,20.07648,19.43728,-0.63644,0.6567,0.25269,0.6392
21.13085,19.3255,18.54449,18.12104,17.88327,1.80535,0.78101,0.42345,0.23777
20.39927,19.38089,19.07799,18.94528,19.01295,1.01838,0.3029,0.13271,-0.06767
20.32108,19.44627,19.14861,19.05275,19.14161,0.87481,0.29766,0.09586,-0.08886
20.47333,19.43945,19.16492,19.06809,19.01756,1.03388,0.27453,0.09683,0.05053
20.25583,19.15228,18.8818,18.79883,18.76086,1.10355,0.27048,0.08297,0.03797
20.43517,19.3858,19.11372,18.98334,19.03752,1.04937,0.27208,0.13038,-0.05418
20.48366,19.45007,19.16449,19.04316,19.02826,1.03359,0.28558,0.12133,0.0149
20.17061,19.10361,18.82232,18.68911,18.65938,1.067,0.28129,0.13321,0.02973
20.60953,22.57054,22.02145,21.69018,20.56833,-1.96101,0.54909,0.33127,1.12185
20.66998,19.81617,19.54875,19.42289,19.43398,0.85381,0.26742,0.12586,-0.01109
20.69103,19.76769,19.49727,19.38447,19.39122,0.92334,0.27042,0.1128,-0.00675
25.10978,22.03256,21.49405,21.40516,21.65374,3.07722,0.53851,0.08889,-0.24858
24.06368,22.07665,21.48837,21.27926,21.20536,1.98703,0.58828,0.20911,0.0739
23.63391,21.91068,21.647,21.43315,20.96836,1.72323,0.26368,0.21385,0.46479
22.67725,22.28463,21.59257,21.8866,21.68422,0.39262,0.69206,-0.29403,0.20238
24.61268,23.54534,23.11902,21.53563,22.2455,1.06734,0.42632,1.58339,-0.70987
23.70111,22.38494,21.84966,21.46969,21.94693,1.31617,0.53528,0.37997,-0.47724
24.35937,22.6972,21.89161,21.90258,22.72036,1.66217,0.80559,-0.01097,-0.81778
24.36102,22.6069,22.2044,21.82037,22.11447,1.75412,0.4025,0.38403,-0.2941
24.84566,22.57541,21.76771,21.75557,21.42424,2.27025,0.8077,0.01214,0.33133
23.33193,22.60509,22.10705,21.84096,22.28199,0.72684,0.49804,0.26609,-0.44103
20.89972,20.04616,19.73968,19.66677,19.66522,0.85356,0.30648,0.07291,0.00155
23.06693,21.57115,20.9132,20.6558,21.10027,1.49578,0.65795,0.2574,-0.44447
23.34589,22.67817,22.24189,22.4544,21.6585,0.66772,0.43628,-0.21251,0.7959
23.80894,22.19304,21.73262,21.62827,22.00931,1.6159,0.46042,0.10435,-0.38104
22.79619,22.28349,21.66105,21.44974,21.13208,0.5127,0.62244,0.21131,0.31766
24.95481,23.061,22.39429,21.93313,22.08368,1.89381,0.66671,0.46116,-0.15055
25.98959,23.78585,22.49878,22.01299,21.65253,2.20374,1.28707,0.48579,0.36046
25.19353,23.53878,22.8653,21.89421,21.42379,1.65475,0.67348,0.97109,0.47042
25.43258,24.0834,22.58414,23.16145,21.68492,1.34918,1.49926,-0.57731,1.47653
22.4239,21.39751,21.01082,20.81874,20.6024,1.02639,0.38669,0.19208,0.21634
22.54918,21.69938,21.24864,20.93037,21.16217,0.8498,0.45074,0.31827,-0.2318
23.67259,22.20459,21.44538,21.17762,21.47282,1.468,0.75921,0.26776,-0.2952
23.77664,22.43269,21.91922,21.65145,22.07957,1.34395,0.51347,0.26777,-0.42812
24.58356,24.70336,22.50492,23.52465,23.06848,-0.1198,2.19844,-1.01973,0.45617
20.71324,19.81203,19.53261,19.42613,19.33432,0.90121,0.27942,0.10648,0.09181
23.60781,22.2487,21.67446,21.66336,21.81341,1.35911,0.57424,0.0111,-0.15005
20.96968,19.94798,19.60615,19.57311,19.67491,1.0217,0.34183,0.03304,-0.1018
19.71157,17.93478,17.2724,17.03042,16.93394,1.77679,0.66238,0.24198,0.09648
20.36044,19.38467,19.04412,18.96191,18.93579,0.97577,0.34055,0.08221,0.02612
20.76617,19.80596,19.50728,19.40171,19.32856,0.96021,0.29868,0.10557,0.07315
20.79013,19.90585,19.62875,19.52415,19.39465,0.88428,0.2771,0.1046,0.1295
21.3009,20.52576,20.21711,20.17502,20.20144,0.77514,0.30865,0.04209,-0.02642
22.70209,21.04294,20.63742,20.58296,20.59222,1.65915,0.40552,0.05446,-0.00926
22.18045,20.97697,20.68807,20.50591,20.52648,1.20348,0.2889,0.18216,-0.02057
22.58719,21.95728,20.99821,20.73318,20.70153,0.62991,0.95907,0.26503,0.03165
22.77265,21.37963,20.88402,20.78025,20.51842,1.39302,0.49561,0.10377,0.26183
22.40631,21.35946,21.09481,21.00493,20.90208,1.04685,0.26465,0.08988,0.10285
23.32203,21.55305,21.0295,20.87227,20.79072,1.76898,0.52355,0.15723,0.08155
25.16111,22.65772,21.42096,20.96469,20.66917,2.50339,1.23676,0.45627,0.29552
22.06957,20.83324,20.47297,20.31374,20.2924,1.23633,0.36027,0.15923,0.02134
21.97626,21.22846,20.91734,20.65163,20.78826,0.7478,0.31112,0.26571,-0.13663
24.97126,22.04546,21.33409,21.26106,22.01206,2.9258,0.71137,0.07303,-0.751
22.99323,21.60785,21.27117,21.06553,20.58937,1.38538,0.33668,0.20564,0.47616
24.03609,23.09979,22.12387,21.41503,20.77046,0.9363,0.97592,0.70884,0.64457
16.79376,15.95289,14.94063,15.30736,12.80557,0.84087,1.01226,-0.36673,2.50179
17.01265,14.89749,14.38392,15.2008,13.45462,2.11516,0.51357,-0.81688,1.74618
16.34636,14.72199,14.99803,15.5148,13.50183,1.62437,-0.27604,-0.51677,2.01297
14.88209,14.79805,10.60232,10.34139,13.00397,0.08404,4.19573,0.26093,-2.66258
16.87887,15.63801,15.17751,15.05886,14.93613,1.24086,0.4605,0.11865,0.12273
17.41795,16.11252,16.34471,16.51949,16.86892,1.30543,-0.23219,-0.17478,-0.34943
17.53114,16.27652,16.52527,16.72462,17.10436,1.25462,-0.24875,-0.19935,-0.37974
18.54955,17.03972,16.47995,16.2345,16.1529,1.50983,0.55977,0.24545,0.0816
18.95179,17.11554,16.51068,16.24684,16.15127,1.83625,0.60486,0.26384,0.09557
18.56227,17.12858,16.58153,16.36058,16.15711,1.43369,0.54705,0.22095,0.20347
23.5718,18.41094,17.12713,16.54922,16.1353,5.16086,1.28381,0.57791,0.41392
17.57567,16.94821,17.33015,17.6429,22.8269,0.62746,-0.38194,-0.31275,-5.184
18.39716,17.28639,16.92061,16.78951,16.67564,1.11077,0.36578,0.1311,0.11387
22.0918,18.84824,17.47347,16.79267,16.32603,3.24356,1.37477,0.6808,0.46664
19.01312,17.86345,17.24863,17.02273,16.96449,1.14967,0.61482,0.2259,0.05824
19.04008,17.69712,17.17624,16.95658,16.78379,1.34296,0.52088,0.21966,0.17279
18.88198,17.6453,17.1967,17.03295,16.87274,1.23668,0.4486,0.16375,0.16021
19.35157,17.97368,17.38799,17.18385,22.8269,1.37789,0.58569,0.20414,-5.64305
19.33946,18.06015,17.55979,17.34863,17.20099,1.27931,0.50036,0.21116,0.14764
19.69842,25.11438,17.59352,17.40395,22.8269,-5.41596,7.52086,0.18957,-5.42295
19.47615,18.14189,17.62212,17.40483,17.20721,1.33426,0.51977,0.21729,0.19762
23.78462,19.37914,18.07034,17.55329,17.15997,4.40548,1.3088,0.51705,0.39332
19.95801,18.36641,17.78421,17.58257,17.36902,1.5916,0.5822,0.20164,0.21355
19.72161,18.33134,17.83455,17.62263,17.40162,1.39027,0.49679,0.21192,0.22101
19.91118,18.46634,17.92472,17.70825,17.52511,1.44484,0.54162,0.21647,0.18314
19.78251,25.11438,18.18297,17.96247,17.59547,-5.33187,6.93141,0.2205,0.367
22.96813,19.83333,18.44714,17.80783,17.40456,3.1348,1.38619,0.63931,0.40327
19.88704,25.11438,18.4762,18.23834,17.72585,-5.22734,6.63818,0.23786,0.51249
20.06157,18.84463,18.39351,18.20677,17.99999,1.21694,0.45112,0.18674,0.20678
20.08913,18.93271,18.54151,18.34353,18.18921,1.15642,0.3912,0.19798,0.15432
22.59725,20.67602,19.2755,18.29563,17.71753,1.92123,1.40052,0.97987,0.5781
19.81474,18.30684,17.76475,17.54904,17.39839,1.5079,0.54209,0.21571,0.15065
24.20042,21.45326,21.25971,21.05804,20.43414,2.74716,0.19355,0.20167,0.6239
