u,g,r,i,z,u-g,g-r,r-i,i-z,Class
20.86839,19.84515,19.52899,19.37533,19.47118,1.02324,0.31616,0.15366,-0.09585,1
20.42802,19.45546,19.15924,19.07046,19.18187,0.97256,0.29622,0.08878,-0.11141,1
20.4276,19.49625,19.20576,19.11821,19.11941,0.93135,0.29049,0.08755,-0.0012,1
21.05032,20.09257,19.77765,19.61295,19.79459,0.95775,0.31492,0.1647,-0.18164,1
21.23365,20.29833,19.96486,19.76913,19.73293,0.93532,0.33347,0.19573,0.0362,1
20.8549,19.53671,19.2331,19.10149,19.15773,1.31819,0.30361,0.13161,-0.05624,1
19.70875,18.72425,18.44716,18.33783,18.40776,0.9845,0.27709,0.10933,-0.06993,1
21.29803,20.10958,19.70183,19.56566,19.7709,1.18845,0.40775,0.13617,-0.20524,1
20.75462,19.78489,19.39175,19.26228,19.38693,0.96973,0.39314,0.12947,-0.12465,1
19.58045,18.6568,18.40013,18.32824,18.37963,0.92365,0.25667,0.07189,-0.05139,1
20.6445,19.77875,19.43165,19.29881,19.41552,0.86575,0.3471,0.13284,-0.11671,1
20.64254,19.80202,19.42943,19.3049,19.30355,0.84052,0.37259,0.12453,0.00135,1
20.98722,19.82313,19.5032,19.40519,19.38409,1.16409,0.31993,0.09801,0.0211,1
21.10553,20.18032,19.75918,19.63813,19.71572,0.92521,0.42114,0.12105,-0.07759,1
21.04178,20.01486,19.59408,19.45122,19.47732,1.02692,0.42078,0.14286,-0.0261,1
19.98031,19.07485,18.83558,18.73083,18.82279,0.90546,0.23927,0.10475,-0.09196,1
19.79027,18.84834,18.54438,18.44961,18.44755,0.94193,0.30396,0.09477,0.00206,1
19.80158,18.85007,18.59579,18.50743,18.60678,0.95151,0.25428,0.08836,-0.09935,1
20.55444,19.50931,19.15969,19.01985,19.0674,1.04513,0.34962,0.13984,-0.04755,1
20.41994,19.56193,19.1987,19.09815,19.15391,0.85801,0.36323,0.10055,-0.05576,1
20.55247,19.6384,19.34683,19.21432,19.31339,0.91407,0.29157,0.13251,-0.09907,1
20.89962,19.93894,19.62309,19.47007,19.57092,0.96068,0.31585,0.15302,-0.10085,1
21.01199,19.94203,19.54809,19.41458,19.41503,1.06996,0.39394,0.13351,-4.50E-04,1
21.30543,20.33098,19.89282,19.74311,19.68643,0.97445,0.43816,0.14971,0.05668,1
20.64817,19.63367,19.31684,19.18279,19.22313,1.0145,0.31683,0.13405,-0.04034,1
21.43049,20.2433,19.84591,19.708,19.80605,1.18719,0.39739,0.13791,-0.09805,1
20.47131,19.54025,19.1813,19.12233,19.11704,0.93106,0.35895,0.05897,0.00529,1
19.48277,18.52708,18.24067,18.14854,18.17041,0.95569,0.28641,0.09213,-0.02187,1
19.4288,18.48064,18.21295,18.1185,18.09614,0.94816,0.26769,0.09445,0.02236,1
20.55295,19.48585,19.14831,19.05646,18.98708,1.0671,0.33754,0.09185,0.06938,1
21.36631,20.42491,19.96878,19.78584,19.87889,0.9414,0.45613,0.18294,-0.09305,1
21.14531,20.1702,19.78365,19.68141,19.69796,0.97511,0.38655,0.10224,-0.01655,1
20.202,19.27208,18.94559,18.84561,19.00537,0.92992,0.32649,0.09998,-0.15976,1
20.47318,19.55729,19.20321,19.0897,19.1228,0.91589,0.35408,0.11351,-0.0331,1
20.84118,20.01067,19.66976,19.51747,19.4361,0.83051,0.34091,0.15229,0.08137,1
21.02245,20.10954,19.6295,19.26856,19.23209,0.91291,0.48004,0.36094,0.03647,1
21.4191,20.35708,19.95317,19.77214,19.74002,1.06202,0.40391,0.18103,0.03212,1
21.23854,20.25075,19.86904,19.67727,19.65075,0.98779,0.38171,0.19177,0.02652,1
21.28576,20.34909,19.87929,19.71354,19.94985,0.93667,0.4698,0.16575,-0.23631,1
21.5181,20.37038,19.96416,19.84784,19.84157,1.14772,0.40622,0.11632,0.00627,1
21.42195,20.35933,19.95437,19.72793,19.62072,1.06262,0.40496,0.22644,0.10721,1
21.50745,20.4001,19.95106,19.77085,19.93305,1.10735,0.44904,0.18021,-0.1622,1
21.44593,20.31557,19.88912,19.77592,19.66207,1.13036,0.42645,0.1132,0.11385,1
21.33349,20.37244,19.93031,19.80502,20.13078,0.96105,0.44213,0.12529,-0.32576,1
21.16718,20.34622,19.92887,19.72752,19.96951,0.82096,0.41735,0.20135,-0.24199,1
21.64186,20.28173,19.7928,19.61578,19.48124,1.36013,0.48893,0.17702,0.13454,1
21.35927,20.38589,19.95145,19.77776,19.72039,0.97338,0.43444,0.17369,0.05737,1
21.50291,20.38692,19.99544,19.8942,19.71791,1.11599,0.39148,0.10124,0.17629,1
21.40547,20.28231,19.86992,19.66498,19.89999,1.12316,0.41239,0.20494,-0.23501,1
21.27668,20.28731,19.93157,19.7958,19.66701,0.98937,0.35574,0.13577,0.12879,1
21.55745,20.4246,19.92564,19.69596,19.66326,1.13285,0.49896,0.22968,0.0327,1
19.62307,18.65446,18.44209,18.2855,18.40932,0.96861,0.21237,0.15659,-0.12382,1
20.0899,18.98224,18.6753,18.50178,18.85379,1.10766,0.30694,0.17352,-0.35201,1
20.91327,19.90965,19.62633,19.35859,19.47534,1.00362,0.28332,0.26774,-0.11675,1
19.97691,18.92358,18.69158,18.52887,18.66182,1.05333,0.232,0.16271,-0.13295,1
19.48222,18.56697,18.30681,18.18602,18.26088,0.91525,0.26016,0.12079,-0.07486,1
19.42618,18.53917,18.28065,18.16924,18.22758,0.88701,0.25852,0.11141,-0.05834,1
19.72753,18.76385,18.51081,18.42005,18.47893,0.96368,0.25304,0.09076,-0.05888,1
19.9059,18.85035,18.60104,18.4793,18.528,1.05555,0.24931,0.12174,-0.0487,1
20.0468,18.99297,18.7444,18.64605,18.65616,1.05383,0.24857,0.09835,-0.01011,1
19.91296,19.00301,18.74544,18.60152,18.76315,0.90995,0.25757,0.14392,-0.16163,1
20.26576,19.28608,18.99303,18.89243,18.91814,0.97968,0.29305,0.1006,-0.02571,1
20.5185,19.50329,19.16828,18.95632,18.93144,1.01521,0.33501,0.21196,0.02488,1
20.48579,19.5003,19.22238,19.07155,19.06688,0.98549,0.27792,0.15083,0.00467,1
20.52117,19.74571,19.38614,19.23422,19.26974,0.77546,0.35957,0.15192,-0.03552,1
20.66236,19.84915,19.5173,19.3436,19.4449,0.81321,0.33185,0.1737,-0.1013,1
20.54122,19.54967,19.222,19.10941,19.24929,0.99155,0.32767,0.11259,-0.13988,1
20.746,19.83768,19.50975,19.38033,19.37893,0.90832,0.32793,0.12942,0.0014,1
20.78237,19.92162,19.61945,19.45887,19.47934,0.86075,0.30217,0.16058,-0.02047,1
21.03895,19.95931,19.63675,19.53163,19.47713,1.07964,0.32256,0.10512,0.0545,1
21.52683,20.29139,19.90719,19.74093,20.20302,1.23544,0.3842,0.16626,-0.46209,1
19.75881,18.6945,18.45921,18.31963,18.30241,1.06431,0.23529,0.13958,0.01722,1
21.18222,20.10086,19.7386,19.57925,19.77674,1.08136,0.36226,0.15935,-0.19749,1
21.02524,19.93794,19.61054,19.44899,19.42955,1.0873,0.3274,0.16155,0.01944,1
19.47309,18.50023,18.24088,18.11558,18.18265,0.97286,0.25935,0.1253,-0.06707,1
21.03316,20.18449,19.7403,19.58175,19.72654,0.84867,0.44419,0.15855,-0.14479,1
19.47471,18.49731,18.25438,18.0945,18.11977,0.9774,0.24293,0.15988,-0.02527,1
20.23052,19.36875,19.09233,18.93437,19.06234,0.86177,0.27642,0.15796,-0.12797,1
19.72063,18.78688,18.54974,18.41043,18.48344,0.93375,0.23714,0.13931,-0.07301,1
19.74752,18.79093,18.53047,18.41851,18.41329,0.95659,0.26046,0.11196,0.00522,1
19.70829,18.76824,18.5233,18.38921,18.42036,0.94005,0.24494,0.13409,-0.03115,1
20.39191,19.42765,19.12044,18.97339,18.94209,0.96426,0.30721,0.14705,0.0313,1
20.43989,19.4904,19.17577,19.11618,19.22046,0.94949,0.31463,0.05959,-0.10428,1
20.35804,19.48415,19.19312,19.0791,19.12021,0.87389,0.29103,0.11402,-0.04111,1
20.49372,19.57854,19.26691,18.98943,19.11003,0.91518,0.31163,0.27748,-0.1206,1
20.6848,19.69161,19.39837,19.07265,19.38636,0.99319,0.29324,0.32572,-0.31371,1
20.1293,19.06169,18.78375,18.68846,18.6661,1.06761,0.27794,0.09529,0.02236,1
19.95102,18.88263,18.68897,18.52711,18.58941,1.06839,0.19366,0.16186,-0.0623,1
20.49328,19.37683,19.09551,18.99508,18.96031,1.11645,0.28132,0.10043,0.03477,1
21.17647,20.06637,19.76702,19.61126,19.76701,1.1101,0.29935,0.15576,-0.15575,1
19.88438,18.84468,18.63119,18.53316,18.52891,1.0397,0.21349,0.09803,0.00425,1
20.03449,19.11542,18.8832,18.77797,18.80622,0.91907,0.23222,0.10523,-0.02825,1
20.13779,19.22966,18.97064,18.85366,18.80272,0.90813,0.25902,0.11698,0.05094,1
20.81221,19.83916,19.50239,19.37609,19.39524,0.97305,0.33677,0.1263,-0.01915,1
19.87053,18.9609,18.71399,18.61566,18.67065,0.90963,0.24691,0.09833,-0.05499,1
20.07828,18.97437,18.67158,18.44856,18.79034,1.10391,0.30279,0.22302,-0.34178,1
20.75192,19.65048,19.32075,19.25549,19.33066,1.10144,0.32973,0.06526,-0.07517,1
21.0136,19.81092,19.50083,19.34964,19.44897,1.20268,0.31009,0.15119,-0.09933,1
19.53335,18.56816,18.3127,18.20147,18.24733,0.96519,0.25546,0.11123,-0.04586,1
19.61164,18.67811,18.44272,18.27829,18.35822,0.93353,0.23539,0.16443,-0.07993,1
21.13351,20.09503,19.76481,19.57404,19.53101,1.03848,0.33022,0.19077,0.04303,1
20.82017,19.82096,19.49459,19.31419,19.33754,0.99921,0.32637,0.1804,-0.02335,1
20.78365,19.70076,19.41825,19.23079,19.20497,1.08289,0.28251,0.18746,0.02582,1
20.90565,19.88882,19.59523,19.39997,19.41265,1.01683,0.29359,0.19526,-0.01268,1
19.62049,18.6274,18.37868,18.25746,18.28199,0.99309,0.24872,0.12122,-0.02453,1
19.86192,18.8528,18.60748,18.46292,18.44831,1.00912,0.24532,0.14456,0.01461,1
21.6094,20.26086,19.85009,19.6706,19.8519,1.34854,0.41077,0.17949,-0.1813,1
20.84033,19.84378,19.50655,19.34325,19.35569,0.99655,0.33723,0.1633,-0.01244,1
19.96378,18.93309,18.67672,18.54925,18.5721,1.03069,0.25637,0.12747,-0.02285,1
20.30376,19.1976,18.95118,18.82598,18.87791,1.10616,0.24642,0.1252,-0.05193,1
19.89877,18.98438,18.74193,18.58322,18.67214,0.91439,0.24245,0.15871,-0.08892,1
20.51981,19.58599,19.3456,19.15361,19.2,0.93382,0.24039,0.19199,-0.04639,1
19.81272,18.98669,18.72419,18.57746,18.62824,0.82603,0.2625,0.14673,-0.05078,1
21.40145,20.32146,19.92563,19.7352,19.76553,1.07999,0.39583,0.19043,-0.03033,1
20.4564,19.52499,19.23995,19.07308,19.1034,0.93141,0.28504,0.16687,-0.03032,1
21.1364,20.07905,19.74523,19.56193,19.68761,1.05735,0.33382,0.1833,-0.12568,1
20.54695,19.60562,19.30328,19.10251,19.16763,0.94133,0.30234,0.20077,-0.06512,1
19.88447,18.91986,18.66769,18.56208,18.57363,0.96461,0.25217,0.10561,-0.01155,1
21.34456,20.01764,19.67821,19.49932,19.36023,1.32692,0.33943,0.17889,0.13909,1
19.62844,18.56984,18.31189,18.18868,18.26019,1.0586,0.25795,0.12321,-0.07151,1
21.03253,20.04298,19.75952,19.51188,19.71609,0.98955,0.28346,0.24764,-0.20421,1
20.24335,19.19614,18.92748,18.80066,18.76026,1.04721,0.26866,0.12682,0.0404,1
19.80297,18.79284,18.56532,18.42354,18.54443,1.01013,0.22752,0.14178,-0.12089,1
21.31489,20.27726,19.92227,19.75003,19.7634,1.03763,0.35499,0.17224,-0.01337,1
20.16397,19.2789,19.02204,18.87525,18.88414,0.88507,0.25686,0.14679,-0.00889,1
20.54568,19.49188,19.21338,19.07008,19.07467,1.0538,0.2785,0.1433,-0.00459,1
20.05404,19.11189,18.85271,18.72009,18.73956,0.94215,0.25918,0.13262,-0.01947,1
20.80823,19.82344,19.52798,19.38111,19.32391,0.98479,0.29546,0.14687,0.0572,1
20.844,19.76932,19.39602,19.16711,19.19864,1.07468,0.3733,0.22891,-0.03153,1
19.6244,18.58527,18.33921,18.22389,18.25356,1.03913,0.24606,0.11532,-0.02967,1
21.39378,20.25171,19.79485,19.54092,19.58949,1.14207,0.45686,0.25393,-0.04857,1
20.07306,19.16808,18.9037,18.7929,18.82394,0.90498,0.26438,0.1108,-0.03104,1
21.09707,19.99701,19.68326,19.50294,19.67418,1.10006,0.31375,0.18032,-0.17124,1
20.80536,19.71952,19.42912,19.26023,19.28303,1.08584,0.2904,0.16889,-0.0228,1
20.85888,19.93377,19.57284,19.43858,19.4853,0.92511,0.36093,0.13426,-0.04672,1
19.88801,18.99673,18.68362,18.60224,18.56205,0.89128,0.31311,0.08138,0.04019,1
21.07599,20.04449,19.70089,19.5288,19.54243,1.0315,0.3436,0.17209,-0.01363,1
20.43462,19.48609,19.1719,19.04801,19.01887,0.94853,0.31419,0.12389,0.02914,1
20.68711,19.71347,19.43308,19.29236,19.20291,0.97364,0.28039,0.14072,0.08945,1
21.00697,20.07628,19.72263,19.58692,19.47587,0.93069,0.35365,0.13571,0.11105,1
20.47089,19.3945,19.14978,19.01704,18.99068,1.07639,0.24472,0.13274,0.02636,1
20.85667,19.94814,19.61137,19.45114,19.44075,0.90853,0.33677,0.16023,0.01039,1
20.12529,19.20286,18.94365,18.79705,18.81674,0.92243,0.25921,0.1466,-0.01969,1
21.03321,20.00145,19.70455,19.52573,19.38251,1.03176,0.2969,0.17882,0.14322,1
20.84161,19.84156,19.51513,19.39203,19.36174,1.00005,0.32643,0.1231,0.03029,1
21.20522,20.14134,19.83245,19.67595,19.70637,1.06388,0.30889,0.1565,-0.03042,1
21.07361,20.17441,19.86815,19.65151,19.55726,0.8992,0.30626,0.21664,0.09425,1
19.60613,18.66637,18.41421,18.31044,18.33316,0.93976,0.25216,0.10377,-0.02272,1
20.95055,20.15643,19.84416,19.65523,19.75208,0.79412,0.31227,0.18893,-0.09685,1
19.89878,18.81926,18.55473,18.44911,18.44415,1.07952,0.26453,0.10562,0.00496,1
20.87524,19.68005,19.37676,19.26207,19.36596,1.19519,0.30329,0.11469,-0.10389,1
21.05909,19.91567,19.62871,19.48926,19.43056,1.14342,0.28696,0.13945,0.0587,1
21.06793,19.99846,19.64939,19.44424,19.56121,1.06947,0.34907,0.20515,-0.11697,1
20.15364,19.18879,18.92313,18.79572,18.75755,0.96485,0.26566,0.12741,0.03817,1
20.98411,19.94276,19.61994,19.48053,19.51232,1.04135,0.32282,0.13941,-0.03179,1
20.3707,19.43997,19.16395,19.12483,19.04132,0.93073,0.27602,0.03912,0.08351,1
21.05045,20.04795,19.67776,19.52493,19.52805,1.0025,0.37019,0.15283,-0.00312,1
21.09202,20.13496,19.81303,19.62529,19.69665,0.95706,0.32193,0.18774,-0.07136,1
21.02951,19.96669,19.6595,19.48371,19.4197,1.06282,0.30719,0.17579,0.06401,1
21.08161,20.05062,19.71976,19.54449,19.67429,1.03099,0.33086,0.17527,-0.1298,1
20.28352,19.19654,18.97825,18.87179,18.88453,1.08698,0.21829,0.10646,-0.01274,1
20.71861,19.71513,19.41327,19.34948,19.23402,1.00348,0.30186,0.06379,0.11546,1
20.50361,19.58406,19.27809,19.14692,19.14924,0.91955,0.30597,0.13117,-0.00232,1
21.03817,20.07187,19.74413,19.62723,19.6352,0.9663,0.32774,0.1169,-0.00797,1
20.53326,19.62893,19.33763,19.20733,19.21101,0.90433,0.2913,0.1303,-0.00368,1
20.76769,19.72243,19.39848,19.2539,19.24911,1.04526,0.32395,0.14458,0.00479,1
19.95355,19.09085,18.8184,18.71651,18.72422,0.8627,0.27245,0.10189,-0.00771,1
20.89316,19.83877,19.55108,19.41117,19.50085,1.05439,0.28769,0.13991,-0.08968,1
20.48427,19.62611,19.29735,19.20538,19.16865,0.85816,0.32876,0.09197,0.03673,1
21.05643,19.94845,19.60473,19.44065,19.35291,1.10798,0.34372,0.16408,0.08774,1
19.61333,18.64249,18.40409,18.30424,18.31781,0.97084,0.2384,0.09985,-0.01357,1
20.58518,19.49767,19.21672,19.13189,19.07942,1.08751,0.28095,0.08483,0.05247,1
20.24635,19.33703,19.06261,18.94834,18.94566,0.90932,0.27442,0.11427,0.00268,1
19.6839,18.74995,18.4813,18.351,18.2816,0.93395,0.26865,0.1303,0.0694,1
19.86845,18.83679,18.59526,18.5111,18.63199,1.03166,0.24153,0.08416,-0.12089,1
20.29617,19.39545,19.11095,19.02218,19.19005,0.90072,0.2845,0.08877,-0.16787,1
20.40705,19.51301,19.21272,19.08132,19.09813,0.89404,0.30029,0.1314,-0.01681,1
20.43987,19.49514,19.20164,19.10285,19.07233,0.94473,0.2935,0.09879,0.03052,1
21.28137,20.08519,19.75893,19.59871,19.52914,1.19618,0.32626,0.16022,0.06957,1
20.96308,19.79608,19.49416,19.40035,19.41167,1.167,0.30192,0.09381,-0.01132,1
19.39038,18.40051,18.14099,18.04658,18.05119,0.98987,0.25952,0.09441,-0.00461,1
21.30339,20.11984,19.77792,19.67967,19.56595,1.18355,0.34192,0.09825,0.11372,1
20.01337,19.06583,18.81225,18.71527,18.76057,0.94754,0.25358,0.09698,-0.0453,1
19.6167,18.62923,18.36262,18.29338,18.34116,0.98747,0.26661,0.06924,-0.04778,1
20.93538,19.95778,19.58333,19.46244,19.45449,0.9776,0.37445,0.12089,0.00795,1
20.84238,19.88306,19.55484,19.4312,19.33135,0.95932,0.32822,0.12364,0.09985,1
21.22474,19.95471,19.60331,19.4597,19.29537,1.27003,0.3514,0.14361,0.16433,1
20.37218,19.42792,19.16481,19.04206,19.09991,0.94426,0.26311,0.12275,-0.05785,1
20.87198,19.90414,19.54964,19.37376,19.44545,0.96784,0.3545,0.17588,-0.07169,1
19.44597,18.48041,18.17623,18.05454,18.0619,0.96556,0.30418,0.12169,-0.00736,1
20.91542,20.03868,19.68559,19.54695,19.45451,0.87674,0.35309,0.13864,0.09244,1
19.92732,18.92543,18.66719,18.57109,18.59032,1.00189,0.25824,0.0961,-0.01923,1
21.35387,20.15149,19.821,19.71202,19.74879,1.20238,0.33049,0.10898,-0.03677,1
20.98661,20.31778,19.92155,19.78775,19.7144,0.66883,0.39623,0.1338,0.07335,1
20.92683,19.86086,19.54121,19.42814,19.43561,1.06597,0.31965,0.11307,-0.00747,1
20.4066,19.48927,19.19578,19.07962,19.09399,0.91733,0.29349,0.11616,-0.01437,1
21.21367,20.07312,19.70511,19.57705,19.59546,1.14055,0.36801,0.12806,-0.01841,1
19.4269,18.49714,18.24817,18.1433,18.19369,0.92976,0.24897,0.10487,-0.05039,1
21.04022,20.09692,19.71465,19.56505,19.74064,0.9433,0.38227,0.1496,-0.17559,1
20.53782,19.47924,19.19963,19.05917,19.07222,1.05858,0.27961,0.14046,-0.01305,1
21.37016,20.28319,19.95983,19.78757,19.77514,1.08697,0.32336,0.17226,0.01243,1
20.92087,19.83727,19.49488,19.3666,19.37757,1.0836,0.34239,0.12828,-0.01097,1
21.10509,20.16238,19.81681,19.67383,19.66133,0.94271,0.34557,0.14298,0.0125,1
21.41122,20.18366,19.81217,19.65589,19.84714,1.22756,0.37149,0.15628,-0.19125,1
21.24448,20.18201,19.80245,19.67323,19.6291,1.06247,0.37956,0.12922,0.04413,1
20.03835,19.19386,18.94943,18.84626,18.85047,0.84449,0.24443,0.10317,-0.00421,1
20.92196,20.10122,19.751,19.6219,19.62677,0.82074,0.35022,0.1291,-0.00487,1
19.77415,18.83782,18.59016,18.44902,18.47031,0.93633,0.24766,0.14114,-0.02129,1
20.67106,19.78827,19.45602,19.36397,19.31439,0.88279,0.33225,0.09205,0.04958,1
20.48482,19.63863,19.31281,19.19774,19.14675,0.84619,0.32582,0.11507,0.05099,1
20.28291,19.41222,19.12215,19.01084,18.93307,0.87069,0.29007,0.11131,0.07777,1
21.07972,20.12063,19.764,19.62797,19.76338,0.95909,0.35663,0.13603,-0.13541,1
19.84303,18.83431,18.57401,18.46566,18.46267,1.00872,0.2603,0.10835,0.00299,1
21.11696,20.12239,19.70012,19.58164,19.71667,0.99457,0.42227,0.11848,-0.13503,1
21.07912,20.17417,19.79844,19.62471,19.78779,0.90495,0.37573,0.17373,-0.16308,1
19.44461,18.44992,18.20707,18.10383,18.12263,0.99469,0.24285,0.10324,-0.0188,1
19.5554,18.59945,18.34428,18.24147,18.27718,0.95595,0.25517,0.10281,-0.03571,1
19.97472,18.98985,18.73999,18.60504,18.62095,0.98487,0.24986,0.13495,-0.01591,1
20.66451,19.71748,19.3693,19.26732,19.20919,0.94703,0.34818,0.10198,0.05813,1
20.8027,19.80643,19.52704,19.36326,19.388,0.99627,0.27939,0.16378,-0.02474,1
21.33245,20.12046,19.77228,19.63603,19.5882,1.21199,0.34818,0.13625,0.04783,1
20.08124,19.08859,18.8324,18.71126,18.75067,0.99265,0.25619,0.12114,-0.03941,1
20.6851,19.691,19.39302,19.27624,19.24225,0.9941,0.29798,0.11678,0.03399,1
20.39145,19.48705,19.17084,19.0175,19.05494,0.9044,0.31621,0.15334,-0.03744,1
20.82488,19.89123,19.55455,19.38823,19.54631,0.93365,0.33668,0.16632,-0.15808,1
20.19878,19.19803,18.90232,18.77606,18.80612,1.00075,0.29571,0.12626,-0.03006,1
21.08335,20.07207,19.68494,19.5317,19.52652,1.01128,0.38713,0.15324,0.00518,1
21.03316,20.0714,19.70346,19.54362,19.42073,0.96176,0.36794,0.15984,0.12289,1
20.84657,19.98612,19.59273,19.49807,19.3773,0.86045,0.39339,0.09466,0.12077,1
19.96468,19.05142,18.79289,18.66606,18.72634,0.91326,0.25853,0.12683,-0.06028,1
20.16204,19.20571,18.91824,18.81128,18.88499,0.95633,0.28747,0.10696,-0.07371,1
20.5021,19.51118,19.21411,19.10816,19.06708,0.99092,0.29707,0.10595,0.04108,1
20.61477,19.49913,19.2378,19.07488,19.00116,1.11564,0.26133,0.16292,0.07372,1
20.97583,19.9438,19.586,19.46384,19.5881,1.03203,0.3578,0.12216,-0.12426,1
20.76093,19.81082,19.48026,19.36488,19.28415,0.95011,0.33056,0.11538,0.08073,1
20.32676,19.40639,19.115,19.01193,18.98219,0.92037,0.29139,0.10307,0.02974,1
20.77773,19.81615,19.54476,19.40499,19.46062,0.96158,0.27139,0.13977,-0.05563,1
21.49617,20.28527,19.8303,19.62331,19.6299,1.2109,0.45497,0.20699,-0.00659,1
21.46188,20.35052,19.98323,19.81627,19.79828,1.11136,0.36729,0.16696,0.01799,1
21.35466,20.24032,19.93583,19.81846,19.89266,1.11434,0.30449,0.11737,-0.0742,1
21.52046,20.35121,19.96457,19.75079,19.79998,1.16925,0.38664,0.21378,-0.04919,1
21.00193,19.79152,19.47236,19.19416,19.0132,1.21041,0.31916,0.2782,0.18096,1
21.45045,20.33125,19.93557,19.80146,19.70942,1.1192,0.39568,0.13411,0.09204,1
21.59327,20.23749,19.88578,19.72365,19.57222,1.35578,0.35171,0.16213,0.15143,1
21.2891,20.24122,19.90355,19.64383,19.6706,1.04788,0.33767,0.25972,-0.02677,1
21.17769,20.27625,19.88359,19.68018,19.86205,0.90144,0.39266,0.20341,-0.18187,1
21.2642,20.39343,19.95689,19.74996,19.69768,0.87077,0.43654,0.20693,0.05228,1
21.18637,20.21188,19.82346,19.57191,19.76842,0.97449,0.38842,0.25155,-0.19651,1
21.3199,20.41427,19.97612,19.76845,19.65207,0.90563,0.43815,0.20767,0.11638,1
21.47477,20.23415,19.90425,19.71496,19.73512,1.24062,0.3299,0.18929,-0.02016,1
21.7213,20.45044,19.99069,19.73633,19.91696,1.27086,0.45975,0.25436,-0.18063,1
21.41241,20.35296,19.97658,19.80465,19.69749,1.05945,0.37638,0.17193,0.10716,1
21.17341,20.33306,19.917,19.74533,19.776,0.84035,0.41606,0.17167,-0.03067,1
21.27953,20.32704,19.89953,19.7184,19.67222,0.95249,0.42751,0.18113,0.04618,1
26.50165,20.19671,19.70369,19.45561,21.16082,6.30494,0.49302,0.24808,-1.70521,1
20.45329,19.45683,19.20007,19.02659,19.04678,0.99646,0.25676,0.17348,-0.02019,1
19.77691,18.82911,18.58444,18.48071,18.4495,0.9478,0.24467,0.10373,0.03121,1
19.55553,18.58768,18.32584,18.2241,18.18876,0.96785,0.26184,0.10174,0.03534,1
20.758,19.79339,19.47708,19.32759,19.21859,0.96461,0.31631,0.14949,0.109,1
19.78682,18.89663,18.6969,18.60978,18.51799,0.89019,0.19973,0.08712,0.09179,1
20.10751,19.23801,18.97412,18.86861,18.82201,0.8695,0.26389,0.10551,0.0466,1
19.83346,18.68904,18.47346,18.26719,18.36292,1.14442,0.21558,0.20627,-0.09573,1
20.48944,19.58747,19.29837,19.13994,19.09941,0.90197,0.2891,0.15843,0.04053,1
19.9779,19.03483,18.78684,18.69522,18.63863,0.94307,0.24799,0.09162,0.05659,1
20.60176,19.71845,19.45453,19.31501,19.29891,0.88331,0.26392,0.13952,0.0161,1
20.72164,19.71229,19.4156,19.32203,19.33782,1.00935,0.29669,0.09357,-0.01579,1
20.61323,19.64368,19.30471,19.14399,19.07742,0.96955,0.33897,0.16072,0.06657,1
21.23921,20.20397,19.82962,19.7361,19.77168,1.03524,0.37435,0.09352,-0.03558,1
21.42576,20.16422,19.71136,19.44094,19.38947,1.26154,0.45286,0.27042,0.05147,1
20.83681,19.82214,19.49258,19.42172,19.39989,1.01467,0.32956,0.07086,0.02183,1
20.70665,19.74903,19.4467,19.30746,19.31702,0.95762,0.30233,0.13924,-0.00956,1
20.18713,19.0762,18.77873,18.58998,18.44212,1.11093,0.29747,0.18875,0.14786,1
20.69471,19.83751,19.48554,19.38246,19.27157,0.8572,0.35197,0.10308,0.11089,1
19.42165,18.50319,18.23437,18.15081,18.16478,0.91846,0.26882,0.08356,-0.01397,1
19.92376,19.07394,18.79848,18.70775,18.64418,0.84982,0.27546,0.09073,0.06357,1
21.05695,20.30037,19.84239,19.65638,19.55203,0.75658,0.45798,0.18601,0.10435,1
20.12446,19.14001,18.95299,18.64211,18.98958,0.98445,0.18702,0.31088,-0.34747,1
19.68006,18.71589,18.439,18.22396,18.32613,0.96417,0.27689,0.21504,-0.10217,1
20.32086,19.3255,19.05921,18.94673,18.91279,0.99536,0.26629,0.11248,0.03394,1
20.59064,19.44625,19.12956,18.99692,18.87937,1.14439,0.31669,0.13264,0.11755,1
21.3171,19.61599,19.39669,19.48692,19.45983,1.70111,0.2193,-0.09023,0.02709,1
20.03213,18.8582,18.55402,18.31649,18.20457,1.17393,0.30418,0.23753,0.11192,1
21.22405,20.29884,19.92938,19.78611,19.91742,0.92521,0.36946,0.14327,-0.13131,1
21.26733,20.24717,19.88078,19.80549,19.84232,1.02016,0.36639,0.07529,-0.03683,1
21.12388,20.27897,19.99393,19.88262,19.78583,0.84491,0.28504,0.11131,0.09679,1
29.37335,19.20784,18.87283,19.35477,18.00659,10.16551,0.33501,-0.48194,1.34818,1
21.10595,20.21922,19.86091,19.77341,19.7037,0.88673,0.35831,0.0875,0.06971,1
20.50137,19.4552,19.17193,19.07965,18.9929,1.04617,0.28327,0.09228,0.08675,1
19.95181,19.5349,19.33933,19.26045,19.2511,0.41691,0.19557,0.07888,0.00935,1
21.53661,20.43587,19.97644,19.82487,19.57651,1.10074,0.45943,0.15157,0.24836,1
21.31228,20.34712,19.97605,19.84593,19.92185,0.96516,0.37107,0.13012,-0.07592,1
21.09134,20.2279,19.73244,19.42607,19.11291,0.86344,0.49546,0.30637,0.31316,1
21.48793,20.29009,19.88413,19.69602,19.62155,1.19784,0.40596,0.18811,0.07447,1
