kic,bjd0,period
KIC 8801343,54953.850472,2.7398739
KIC 8804824,54964.699845,0.4574038
KIC 8816790,55001.99946,0.2458562
KIC 8822555,55000.236074,0.8528415
KIC 8823397,54953.93925,1.5065038
KIC 8823666,54953.890383,0.4324514
KIC 8841616,54954.481133,1.6795854
KIC 8842170,54999.989323,0.3493917
KIC 8845221,54966.744423,5.4034624
KIC 8846978,54954.87366,1.3790604
KIC 8848104,54964.625931,0.8248518
KIC 8848271,54970.443168,9.991665
KIC 8848288,55038.387164,5.5664753
KIC 8868649,55731.793035,4.447441
KIC 8868650,54957.950912,4.4473818
KIC 8869680,55007.145318,7.033951
KIC 8872737,54964.789667,0.4590988
KIC 8878681,54955.218659,2.4963331
KIC 8878719,54964.675651,0.3646346
KIC 8879427,54969.85316,16.3132849
KIC 8879915,54965.531246,3.442627
KIC 8891278,54993.273576,12.7187094
KIC 8892722,55002.034029,1.794378
KIC 8892910,54966.031133,10.810134
KIC 8893936,54968.941174,4.2444806
KIC 8894630,54954.049453,1.0840008
KIC 8904448,54965.055247,0.8659827
KIC 8906039,54954.933889,2.3474789
KIC 8906676,54958.852921,8.2095139
KIC 8908102,54969.704621,5.4145819
KIC 8912468,54953.576945,0.094838
KIC 8912911,55004.180169,3.4635603
KIC 8913061,54954.108073,1.0199706
KIC 8934111,54964.592316,0.3645183
KIC 8935352,55001.193612,10.9088
KIC 8937019,55000.865062,5.6636524
KIC 8938628,54966.603088,6.8622157
KIC 8939650,54965.82066,3.6553208
KIC 8940961,54966.960335,3.1666696
KIC 8948424,54965.36037,5.8888397
KIC 8949316,54964.687795,0.6043566
KIC 8953059,54969.868726,5.4999401
KIC 8953257,54965.919288,3.2217848
KIC 8953296,54965.226457,0.7842945
KIC 8953426,54953.954513,5.3317509
KIC 8956957,54964.745506,0.3243816
KIC 8957887,54964.883007,0.3473549
KIC 8957954,54967.308458,4.3598503
KIC 8958670,54954.249347,2.4253165
KIC 8971432,54964.79479,0.6243873
KIC 8972908,55092.58974,4.2001251
KIC 8977179,54966.109504,3.1962424
KIC 8977390,54954.156954,0.6532608
KIC 8982501,55000.141012,0.4144914
KIC 8982514,54953.928468,0.4144913
KIC 8984706,54965.323083,10.1354004
KIC 9001468,54975.726452,17.3299655
KIC 9002076,54953.989731,0.481405
KIC 9002237,54967.799459,4.3500882
KIC 9004380,54964.60001,0.2503325
KIC 9005043,55002.139462,0.320238
KIC 9005854,54968.458209,3.7804542
KIC 9007918,54954.746682,1.3872069
KIC 9020289,54964.859201,0.3840279
KIC 9020426,54965.445795,0.9133929
KIC 9021397,54964.808064,0.4262114
KIC 9025914,54998.832866,11.3203214
KIC 9026766,54964.846798,0.2721278
KIC 9027841,55001.924897,0.5040004
KIC 9028024,54968.540428,3.8578626
KIC 9029486,54965.329793,6.2771614
KIC 9030447,55066.558072,0.5666978
KIC 9030509,54964.962189,0.4017846
KIC 9030817,54966.356406,2.0262233
KIC 9032671,54953.798542,0.2496079
KIC 9048145,54970.340771,8.667826
KIC 9051716,55002.19995,1.3908162
KIC 9051723,54964.699116,0.4034483
KIC 9053086,55000.314343,1.2748413
KIC 9071104,54964.762894,0.3852134
KIC 9071373,54953.991362,0.421769
KIC 9071386,54955.78203,4.6933061
KIC 9075704,54999.890308,0.5131523
KIC 9077796,54964.645249,0.2380804
KIC 9083523,54954.484907,0.9184208
KIC 9084778,54964.649261,0.5922444
KIC 9085955,55002.043321,0.3592478
KIC 9087918,54964.861915,0.4456069
KIC 9091810,54953.601177,0.4797214
KIC 9092303,55000.755038,2.5771644
KIC 9094335,54964.693771,0.3407591
KIC 9097798,54964.721156,0.3340654
KIC 9098590,54966.729795,2.243571
KIC 9098810,54956.242092,8.258182
KIC 9101279,54965.932213,1.8114606
KIC 9101400,55000.941245,1.6580372
KIC 9108058,54999.729437,2.1749313
KIC 9108579,54954.99795,1.1696282
KIC 9110213,54964.662645,0.3370543
KIC 9110346,55002.219003,1.7905531
KIC 9119405,54972.09116,18.6463233
KIC 9119652,54964.698572,2.216238
KIC 9137992,54956.714718,1.4700455
KIC 9140402,54966.443667,2.4941656
KIC 9142964,54953.880266,0.5892528
KIC 9143254,54965.667429,2.2750493
KIC 9145707,54964.766143,0.3207706
KIC 9145846,54964.702271,0.2944796
KIC 9149789,54964.66868,0.7050231
KIC 9151972,54964.648083,0.3867961
KIC 9159301,54956.302809,3.0447704
KIC 9161428,55002.082455,0.3025934
KIC 9163674,55003.298001,1.546289
KIC 9164561,54965.255669,1.2670378
KIC 9164694,54965.29349,1.1113636
KIC 9166862,55003.679731,3.8555993
KIC 9178185,54966.295861,2.992707
KIC 9179531,54968.74294,6.5107804
KIC 9179806,54964.81227,0.2809633
KIC 9180282,54955.606831,3.0376007
KIC 9181877,54953.793919,0.3210098
KIC 9205993,55000.494728,1.2197374
KIC 9207508,54965.111536,2.0151524
KIC 9210828,54965.408832,1.6564127
KIC 9220600,54954.447384,0.9791626
KIC 9221398,54955.973793,13.78752
KIC 9228778,54954.088082,1.5665945
KIC 9236858,54954.319042,2.5370818
KIC 9237149,54964.960485,0.5263441
KIC 9237533,55004.717963,1.8686559
KIC 9237755,54964.777807,0.3316703
KIC 9238207,55001.966607,0.231353
KIC 9239684,54964.790149,0.2618159
KIC 9240664,54974.412905,10.784333
KIC 9243795,54957.947084,14.4431301
KIC 9245929,54964.742065,0.3083748
KIC 9266285,54965.572026,5.6138696
KIC 9268105,54964.797205,0.4256937
KIC 9272276,54953.698094,0.280613
KIC 9274472,54964.726022,0.3020905
KIC 9278021,54956.873159,3.3594715
KIC 9278553,54972.084282,18.610095
KIC 9282687,55000.611063,1.6804361
KIC 9283826,54953.798119,0.3565238
KIC 9285587,54999.546019,1.8119482
KIC 9288175,54964.740797,0.2609349
KIC 9288786,54965.763573,1.7441023
KIC 9290838,54964.747874,0.3630317
KIC 9291368,55002.319217,3.7964709
KIC 9291748,55009.301059,15.9269941
KIC 9307423,55001.997191,0.5586161
KIC 9328852,54964.886398,0.6458515
KIC 9343862,54999.850251,1.1232568
KIC 9344623,54972.781981,14.7594793
KIC 9345163,54964.757218,0.2451223
KIC 9345838,54954.532063,1.0458736
KIC 9346655,54965.122004,0.8716212
KIC 9347868,54964.835249,0.31847
KIC 9350889,54954.24165,0.725948
KIC 9353182,54959.0513,10.4762575
KIC 9353234,54965.431457,1.4865274
KIC 9356753,54953.947585,0.5926789
KIC 9357030,55001.917598,0.2804421
KIC 9357275,54954.065668,1.588298
KIC 9365025,54954.462569,0.9843043
KIC 9366988,55000.455947,1.21903
KIC 9388303,55002.002211,0.2667035
KIC 9389122,54964.907981,0.3499502
KIC 9392331,55000.339626,0.2617622
KIC 9392682,54954.624705,0.8929178
KIC 9392702,54964.893911,3.9093145
KIC 9394601,54955.415456,0.8768264
KIC 9402652,54954.289305,1.073104
KIC 9411317,54965.243657,8.290501
KIC 9411943,54967.087833,3.8440226
KIC 9412114,55001.893873,0.2502522
KIC 9412462,54965.527824,10.1865899
KIC 9414905,54964.709629,0.4565263
KIC 9418619,54955.121931,6.1502471
KIC 9419603,54964.960981,1.0524172
KIC 9426970,54999.4218,1.7711335
KIC 9446824,55004.107067,4.2023346
KIC 9450883,55001.995079,0.3636562
KIC 9451096,54954.729422,1.2503908
KIC 9451127,54967.585803,5.1174021
KIC 9451598,54964.808713,0.3623487
KIC 9453192,54964.88902,0.7188371
KIC 9466316,54964.896663,0.3525353
KIC 9468296,54965.278331,5.7488257
KIC 9468382,55002.914027,11.0824887
KIC 9468384,55579.196929,11.0825776
KIC 9470054,55003.412755,1.4732284
KIC 9470175,54964.841477,0.3038318
KIC 9472174,54953.643178,0.1257653
KIC 9474222,54966.790781,13.6917881
KIC 9474485,54965.292272,1.0251632
KIC 9475663,54953.842439,0.7080268
KIC 9478836,55002.132513,0.2540637
KIC 9479460,55000.844058,2.0738834
KIC 9480516,54954.296023,1.4298111
KIC 9480977,54954.427893,0.8710309
KIC 9481674,54964.799881,0.3888597
KIC 9489411,54971.104947,6.6889278
KIC 9508052,54964.649508,0.2799961
KIC 9508954,55002.29276,1.1006461
KIC 9509207,54954.547467,14.1998401
KIC 9512958,55005.742909,3.2371513
KIC 9514070,54999.793852,0.6072561
KIC 9519590,54964.676736,0.3308941
KIC 9520700,54966.617453,4.2736689
KIC 9527167,55002.154036,0.2808953
KIC 9528420,54967.152605,4.7084691
KIC 9529733,54967.076403,4.809132
KIC 9532123,55000.742539,8.215
KIC 9532219,55001.945386,0.1981551
KIC 9532421,55002.179801,4.309126
KIC 9532591,54964.788516,0.3583755
KIC 9533508,55002.057477,0.3735371
KIC 9533706,55002.123818,0.2841181
KIC 9536053,54965.040053,0.4721663
KIC 9540450,54966.75503,2.1547127
KIC 9541127,54953.97494,0.5366512
KIC 9544350,54966.047971,2.2597771
KIC 9549472,54965.097158,15.7137908
KIC 9551200,54964.905263,0.7119216
KIC 9552608,54959.154587,9.2506211
KIC 9552668,54955.628654,2.3873612
KIC 9569866,54964.755149,1.4803231
KIC 9574614,54965.685069,0.9820854
KIC 9576197,54969.194149,7.9644342
KIC 9579192,54960.531202,12.0835421
KIC 9579499,54970.156681,7.9467154
KIC 9592145,54965.015451,0.4888674
KIC 9592575,55186.130893,2.6375751
KIC 9592705,54969.172625,10.275301
KIC 9592855,54953.971963,1.2193248
KIC 9593528,54965.36556,1.8866281
KIC 9593759,54999.034886,2.4943179
KIC 9596187,54964.68754,0.9533167
KIC 9597095,54967.452823,2.7456399
KIC 9597411,54965.577388,1.5756316
KIC 9602542,54965.336523,1.4631744
KIC 9602595,54955.853445,3.5565084
KIC 9612468,54953.603803,0.1334715
KIC 9613070,55000.262541,2.3318534
KIC 9635529,54957.860296,4.70391
KIC 9636559,55004.655356,10.6367
KIC 9637239,54954.062934,0.7730257
KIC 9637265,55002.700185,1.8554529
KIC 9637299,54965.73827,1.8824412
KIC 9639265,54964.80821,0.5063531
KIC 9639491,54964.925448,0.3445456
KIC 9640985,54965.015174,2.1781536
KIC 9641018,54965.021796,2.1781552
KIC 9641031,54954.132713,2.1781543
KIC 9641255,54965.035651,2.1781483
KIC 9642018,54964.767254,0.505111
KIC 9644680,54964.702637,0.5859408
KIC 9649222,54965.923938,5.9186193
KIC 9649493,54953.79705,0.3715687
KIC 9651298,55001.718984,2.1551199
KIC 9652632,54955.175512,4.9776238
KIC 9654476,54964.624783,0.3963239
KIC 9655129,54966.758434,2.7439966
KIC 9655187,54953.965948,4.4162465
KIC 9656543,55002.402881,2.544565
KIC 9657096,54954.805351,2.1381817
KIC 9662581,55002.116224,0.2580109
KIC 9664215,54964.925032,3.3194959
KIC 9664382,54999.946674,0.290754
KIC 9665086,55000.079903,0.2965356
KIC 9665503,54970.340042,11.5679789
KIC 9674608,54966.249362,2.9720448
KIC 9692336,55000.366656,0.6878983
KIC 9700154,54964.788932,0.2572534
KIC 9700181,55115.077295,2.8486181
KIC 9701423,55002.826201,8.6073975
KIC 9702641,54964.962564,0.5031783
KIC 9703626,54999.928395,0.4151477
KIC 9705459,54969.595993,2.4865871
KIC 9706078,54954.137288,0.6135606
KIC 9711751,54965.35642,1.7115003
KIC 9711769,54971.276518,12.9359091
KIC 9713664,54964.675186,0.321236
KIC 9714358,54967.395501,6.4741772
KIC 9715925,54998.931972,6.3081992
KIC 9715939,55000.396998,12.8930288
KIC 9716456,54953.739651,1.8132862
KIC 9717924,55000.161105,0.3955876
KIC 9719636,55000.791902,3.35157
KIC 9722737,54964.973968,0.418528
KIC 9724080,54965.666129,1.1739178
KIC 9724993,54972.547822,7.8633661
KIC 9725155,54953.898971,1.1271457
KIC 9752973,55000.170599,0.7167094
KIC 9753154,54998.553701,3.7042675
KIC 9760531,54953.906065,0.2727979
KIC 9761199,54964.726426,1.3840392
KIC 9761573,55000.079122,7.4416079
KIC 9762519,54971.079254,7.5151465
KIC 9767392,54999.580215,2.9145155
KIC 9767437,54953.750593,0.712722
KIC 9772642,54953.633778,0.2754317
KIC 9774400,54959.35098,10.8182928
KIC 9775253,55001.83264,8.788496
KIC 9776718,54999.939128,0.544351
KIC 9777090,55000.366852,5.508136
KIC 9777987,55000.067554,0.2585001
KIC 9784230,55000.487561,0.7981975
KIC 9784371,54957.472723,3.3012265
KIC 9786017,54956.640472,4.4980033
KIC 9786165,54999.874947,0.3326251
KIC 9786798,54964.915162,0.4454678
KIC 9786821,54964.954288,8.5935022
KIC 9788113,55019.675488,2.0680581
KIC 9788457,54965.186856,0.9633378
KIC 9790355,55001.236851,14.5655477
KIC 9790965,54953.733954,0.8220677
KIC 9813678,55000.286959,0.5050786
KIC 9821078,54965.291483,8.4294375
KIC 9821151,54999.00893,8.4294126
KIC 9821923,54964.812382,0.3495329
KIC 9827122,55003.194668,2.1549222
KIC 9827149,54966.651407,2.1319392
KIC 9832227,54953.951368,0.4579485
KIC 9832545,55000.093984,1.0207497
KIC 9833618,54964.924093,1.4085018
KIC 9833806,54964.729734,0.3931764
KIC 9834257,55003.014878,15.6514391
KIC 9834719,54966.059263,3.2433378
KIC 9835416,54957.446497,4.0366052
KIC 9837083,55002.313907,0.623394
KIC 9838047,54953.71149,0.4361613
KIC 9838975,54976.832312,18.6928663
KIC 9839081,54965.261833,2.5592407
KIC 9840412,54954.556807,0.8784558
KIC 9842890,55191.212502,4.9883757
KIC 9842906,55191.223334,4.9886019
KIC 9843435,54999.967074,1.6847087
KIC 9843451,55002.193332,0.4427528
KIC 9848190,55021.015532,5.2410044
KIC 9850387,54956.416299,2.7485006
KIC 9851142,55002.77648,8.4803
KIC 9851943,54965.574331,2.1639192
KIC 9851944,54955.847004,2.1639018
KIC 9873869,54954.189056,4.9947779
KIC 9880467,55004.027899,8.9734988
KIC 9881258,54955.695831,4.0570249
KIC 9882280,54964.87713,0.289075
KIC 9886224,55000.80634,2.99266
KIC 9892471,55009.395873,8.2680828
KIC 9895004,54953.8021,2.2508273
KIC 9895709,55066.158725,1.8189296
KIC 9896435,54997.328488,18.0767
KIC 9897710,54964.677069,0.4255367
KIC 9898364,54967.471289,7.1323815
KIC 9898401,54964.733972,0.1527742
KIC 9899181,54999.643575,1.3325528
KIC 9899216,55004.681825,10.9158489
KIC 9899345,55000.948753,1.3326283
KIC 9899416,54954.389539,1.3325545
KIC 9906590,54954.659859,1.6863376
KIC 9909497,54965.774868,1.2840731
KIC 9911112,55001.091678,2.33365
KIC 9912977,54966.709125,1.8878745
KIC 9913481,54955.804465,7.0094854
KIC 9934052,54964.719109,0.3522461
KIC 9934208,54970.337175,9.0584866
KIC 9935245,55000.295785,0.7848598
KIC 9935311,55001.838876,0.2737752
KIC 9936698,55000.668364,5.7121512
KIC 9940565,54968.105946,4.2786538
KIC 9944201,54964.707778,0.721523
KIC 9944421,54968.370671,7.0952066
KIC 9944907,54964.826351,0.6134398
KIC 9945280,54964.751684,1.3034599
KIC 9947924,54953.730592,0.3628059
KIC 9948201,54964.901895,0.303181
KIC 9953894,54954.535285,1.3825995
KIC 9954225,54965.049719,1.3406515
KIC 9956124,54964.886463,0.3627253
KIC 9957351,55000.078186,0.4955521
KIC 9957411,54964.705294,0.3746901
KIC 9962595,54975.455249,11.3744432
KIC 9963461,55005.434323,10.5815718
KIC 9965206,55196.824579,16.2275503
KIC 9965691,54965.930571,15.6831951
KIC 9966115,54956.097544,8.9474264
KIC 9967884,54964.754043,5.4283503
KIC 9970937,54999.021468,4.8770612
KIC 9971475,54953.922163,5.3574082
KIC 9991887,54964.743878,0.3223957
KIC 9994475,54964.732027,0.3184064
KIC 9995660,54964.926832,0.41859
KIC 9995981,54964.846777,0.2932666
KIC 10000490,54954.243656,1.4009912
KIC 10002261,54957.216643,12.7137942
KIC 10007533,54965.039252,0.6480635
KIC 10014536,55009.909088,1.009397
KIC 10014830,54967.124438,3.0305267
KIC 10019399,54954.244191,11.8057204
KIC 10020247,55000.035426,0.3455567
KIC 10020423,54970.693646,7.4483776
KIC 10024144,55001.93382,0.8155959
KIC 10026136,54969.816256,9.0801943
KIC 10026457,54965.87401,9.9344232
KIC 10028352,55020.998425,1.3868021
KIC 10030943,54953.674633,0.2357801
KIC 10031409,54957.548369,4.1438796
KIC 10031808,54956.430326,8.5896444
KIC 10032392,54964.918911,0.3911568
KIC 10032935,54964.672349,0.320516
KIC 10063044,54965.595585,1.0096716
KIC 10068030,54965.074007,2.0231187
KIC 10068383,55009.949344,7.3049701
KIC 10074939,55063.305037,0.2770936
KIC 10083623,54964.537512,1.278539
KIC 10084115,54964.752203,0.3056657
KIC 10090246,54966.538752,2.2861056
KIC 10091110,55185.867931,4.2185174
KIC 10091110,55183.957774,8.5303353
KIC 10091257,54956.44498,3.4038482
KIC 10095469,54999.865835,0.6777628
KIC 10095512,54953.888455,6.0171939
KIC 10096019,55000.0,6.8674693
KIC 10096864,55002.264929,1.9467018
KIC 10119517,54954.000876,0.737494
KIC 10123627,54964.807405,0.2949393
KIC 10128961,54964.923514,0.3477426
KIC 10129482,54965.192407,0.8462906
KIC 10135584,54964.964829,0.3912945
KIC 10148799,54964.949129,0.3466053
KIC 10149237,54951.244018,0.2979959
KIC 10149845,55001.070605,4.0563649
KIC 10154189,54964.71319,0.4112387
KIC 10155080,54957.048137,3.8609029
KIC 10155563,54953.876698,0.3602672
KIC 10156064,54954.458136,4.8559364
KIC 10157573,54965.34096,5.1157377
KIC 10158418,54958.008628,5.0074123
KIC 10159014,55003.982194,8.7773974
KIC 10162999,55003.020162,3.4292146
KIC 10186945,54964.784152,0.793671
KIC 10189523,54965.418559,1.0139159
KIC 10191056,54955.031469,2.4274949
KIC 10191070,54964.745516,1.2137451
KIC 10198097,55000.73651,2.8152236
KIC 10198109,54979.392203,17.9187428
KIC 10206340,54956.962646,4.5644014
KIC 10208759,54967.647038,4.5750306
KIC 10215869,55002.598791,5.01727
KIC 10216186,54965.016594,0.605939
KIC 10221886,55004.929759,8.3167176
KIC 10225800,54965.654564,1.4237972
KIC 10226388,54954.11653,0.6606574
KIC 10227863,54968.073435,5.1397087
KIC 10228240,55000.69732,2.1734211
KIC 10229723,54953.68429,0.6287243
KIC 10232123,54954.181852,1.3437664
KIC 10253375,54999.928207,0.3753248
KIC 10253421,54953.634411,0.4283539
KIC 10255110,54953.62364,0.3367025
KIC 10257903,54965.028405,0.8585697
KIC 10259029,55002.866032,7.06114
KIC 10259530,54964.588439,0.7072062
KIC 10264202,54965.550176,1.0351478
KIC 10267044,54964.860903,0.4300365
KIC 10268903,54999.910577,1.1039663
KIC 10274218,55003.411999,1.7641118
KIC 10274244,54954.526463,13.6836897
KIC 10275074,54999.250399,4.3628836
KIC 10275197,54953.707304,0.3908347
KIC 10275747,54954.274697,0.6617485
KIC 10275887,54972.476667,9.7267496
KIC 10280990,54964.918637,0.3844574
KIC 10285661,55002.038068,0.3082916
KIC 10287248,55733.752354,4.7222568
KIC 10288502,54964.677419,0.2301847
KIC 10291683,54954.270446,2.0437432
KIC 10292413,54954.202209,0.5591588
KIC 10292465,54964.934712,1.3533739
KIC 10294608,54956.218283,3.7089843
KIC 10295951,54955.424427,6.8108248
KIC 10296163,54959.3874,9.2967644
KIC 10322296,54964.780304,0.3150326
KIC 10322582,54964.559511,0.2912692
KIC 10330495,54971.610227,18.0600812
KIC 10332789,54968.206431,18.7407263
KIC 10338279,55001.427132,5.66027
KIC 10341913,54967.313786,1.8674985
KIC 10342041,54965.453736,1.8674929
KIC 10345478,54972.184503,14.498387
KIC 10346522,54965.571148,3.989142
KIC 10350225,54964.827478,0.2820697
KIC 10351767,54965.114615,0.6350697
KIC 10352938,55001.724483,6.4716293
KIC 10355671,54953.637054,0.3036296
KIC 10357852,54954.071041,0.488341
KIC 10363300,54965.177722,0.9349261
KIC 10383620,54954.126474,0.7345628
KIC 10383696,55001.468218,8.4877
KIC 10384962,54966.279857,2.8792429
KIC 10385682,54965.873706,6.2074615
KIC 10388897,54964.747492,0.3437287
KIC 10389596,55156.061283,2.6092996
KIC 10389809,54964.670612,0.3973971
KIC 10389982,54964.6715,0.4439893
KIC 10395202,54964.643345,0.3059446
KIC 10395543,55000.19219,3.6874702
KIC 10395609,54964.760545,0.364254
KIC 10407221,55011.200039,0.9337397
KIC 10417135,54965.316632,1.2033317
KIC 10417986,55000.027476,0.0737309
KIC 10419211,54969.275098,11.5214272
KIC 10422852,54965.165889,1.3988897
KIC 10447902,54964.634577,0.3374641
KIC 10454401,54972.345207,12.1807225
KIC 10454725,54964.748311,0.8317678
KIC 10468514,54965.027147,0.4249383
KIC 10480952,54954.364164,4.0749064
KIC 10481912,54953.718259,0.4423682
KIC 10483644,54966.31461,5.1107711
KIC 10485069,55066.494148,0.4452718
KIC 10485137,54954.05837,0.4452748
KIC 10485250,55013.886118,16.4697832
KIC 10486425,54969.708432,5.274816
KIC 10487119,55008.646287,6.7493598
KIC 10489521,55000.317036,3.2245044
KIC 10490960,54966.63684,5.6824111
KIC 10491031,54957.2663,4.3981385
KIC 10514770,54965.493405,1.8724203
KIC 10528299,54964.631681,0.3998018
KIC 10534155,55001.026366,4.3270923
KIC 10535807,54965.699046,1.4816559
KIC 10544976,55002.123696,0.3504691
KIC 10547209,54966.508453,2.2540395
KIC 10547685,54956.454223,2.7770216
KIC 10549576,54972.078799,9.0894658
KIC 10551346,54964.895392,1.4279629
KIC 10555365,54999.585988,5.80181
KIC 10556068,54955.365922,2.1171558
KIC 10556578,55003.737543,1.2528638
KIC 10557008,54964.637009,0.2654186
KIC 10581918,55139.362915,1.8018631
KIC 10583180,54966.010891,2.6962813
KIC 10583181,54955.210895,2.6963227
KIC 10583225,54966.012006,2.6963067
KIC 10586874,54964.747881,0.5354866
KIC 10592163,54966.772446,14.7629466
KIC 10593759,54956.476578,6.2652097
KIC 10596883,55002.017644,0.468911
KIC 10599397,54964.910816,0.9374067
KIC 10600319,54964.868221,0.2815156
KIC 10601549,54965.807088,1.4637734
KIC 10601579,54967.774613,8.0987542
KIC 10611450,54997.221223,11.6527485
KIC 10613718,54953.886226,1.1758779
KIC 10614158,54966.71403,4.4622602
KIC 10616829,54965.293061,1.0729341
KIC 10618253,54964.985569,0.4374028
KIC 10619109,54955.136772,2.0451826
KIC 10619506,54964.989601,0.5035552
KIC 10657664,54956.769874,3.2736988
KIC 10659313,54961.412604,15.2493371
KIC 10661783,54954.95432,1.2313633
KIC 10666230,55065.706404,1.5777967
KIC 10676927,54999.931305,1.0311005
KIC 10679505,55000.289961,5.6751864
KIC 10680475,54964.776534,0.3498321
KIC 10684673,55026.598808,0.1925563
KIC 10686876,54953.949815,2.6184273
KIC 10710755,54966.762895,4.8166114
KIC 10711551,54972.964587,10.6922191
KIC 10711646,54964.686206,0.7376522
KIC 10711938,54953.875654,0.3576039
KIC 10723143,54964.841306,0.3076416
KIC 10724533,54954.391541,0.7450918
KIC 10727655,54953.909174,0.3533655
KIC 10727668,54999.378378,2.3059
KIC 10728219,54971.243773,3.3718077
KIC 10735519,54954.052963,0.9070641
KIC 10735564,55278.014693,1.674985
KIC 10735988,54965.572416,1.9271744
KIC 10736223,54965.545055,1.1050943
KIC 10737574,55000.163394,0.3656208
KIC 10743600,55001.787469,0.817023
KIC 10753751,55110.147912,0.4429618
KIC 10789421,54953.919448,0.7768524
KIC 10794242,54970.803281,7.1437058
KIC 10794405,54965.335643,0.9523775
KIC 10794878,54954.033942,0.4327707
KIC 10796477,54964.678886,0.484966
KIC 10797126,54964.624163,0.4324399
KIC 10799558,54964.646317,0.3664795
KIC 10801703,54964.827035,0.3130925
KIC 10802917,54999.905793,0.2724524
KIC 10809677,54970.735027,7.0421757
KIC 10809970,54953.657455,0.4470546
KIC 10815379,55002.316811,0.8905202
KIC 10816107,54964.802823,2.1615802
KIC 10818544,54954.302973,1.3692171
KIC 10844279,55000.228057,0.6234128
KIC 10847118,54964.702947,0.2935526
KIC 10848459,54965.093801,1.7369522
KIC 10848807,54999.987599,0.3462467
KIC 10854621,54964.622869,0.3759388
KIC 10855535,54964.629315,0.1127824
KIC 10857342,55005.26457,2.4159252
KIC 10857519,55000.370133,2.0533343
KIC 10858720,54954.858926,0.9523776
KIC 10861842,54964.817808,0.4719432
KIC 10863286,54955.43462,3.7238667
KIC 10873904,54996.753766,9.8856332
KIC 10874226,54972.249779,11.9736249
KIC 10874926,54966.720995,11.7031072
KIC 10877703,54964.737179,0.4369367
KIC 10879213,54999.913074,1.3369714
KIC 10880490,54964.857887,0.2980053
KIC 10904857,54997.432212,3.1208306
KIC 10905804,54964.887166,0.7510975
KIC 10905824,55003.276777,2.7195351
KIC 10916675,54953.700252,0.4188679
KIC 10919564,54861.987523,0.4621374
KIC 10920086,54965.143665,3.213193
KIC 10920314,54953.58661,0.5051686
KIC 10923260,54976.953429,7.436017
KIC 10924462,54953.9228,0.3753715
KIC 10924853,54965.286281,4.2048088
KIC 10925104,54967.993222,8.041339
KIC 10934755,54964.84245,0.7864843
KIC 10935310,54957.32131,4.1287955
KIC 10936427,54971.842189,14.3610225
KIC 10937609,54955.908419,2.5704313
KIC 10960995,55185.880504,3.1170871
KIC 10963242,54968.078534,6.1468224
KIC 10965091,54964.696236,0.2358555
KIC 10965963,54965.775223,6.6402415
KIC 10972830,54999.995123,0.6784503
KIC 10973583,55004.078061,6.2563432
KIC 10979669,54954.500842,0.925768
KIC 10979716,54967.082259,10.6840564
KIC 10987439,54971.88392,10.6745992
KIC 10989032,54966.704728,2.3050976
KIC 10991769,55002.672938,3.2813452
KIC 10991989,54954.64791,0.974478
KIC 10992733,54977.194097,18.5259185
KIC 11012801,54964.730294,0.3673112
KIC 11013201,55001.990706,0.2273937
KIC 11017077,54965.100945,0.7085639
KIC 11021252,54966.255394,3.2691918
KIC 11027722,54965.137801,0.6781374
KIC 11036301,54964.715182,0.2852372
KIC 11036692,55002.036666,0.3589468
KIC 11042923,54964.774282,0.3901623
KIC 11044779,55195.822728,15.6086226
KIC 11046124,55002.519685,4.3074087
KIC 11069176,54976.382555,15.3796149
KIC 11071207,54971.653401,8.0496347
KIC 11073223,54964.797021,11.5789467
KIC 11076176,54964.837773,0.6999861
KIC 11076279,54965.926874,1.4725851
KIC 11083888,54964.685452,0.3426673
KIC 11084647,54964.744983,0.3116736
KIC 11084782,54953.865163,0.586535
KIC 11086270,54970.126393,12.691047
KIC 11091082,54964.777423,0.3850824
KIC 11097678,54954.857024,0.9997156
KIC 11099351,54956.044784,2.3779549
KIC 11100657,54994.579248,8.3441012
KIC 11122789,55000.642064,3.2381538
KIC 11124509,54968.730052,8.8929049
KIC 11125936,54993.892041,2.6722175
KIC 11127048,54964.78619,0.2993229
KIC 11134079,54965.059101,1.260566
KIC 11135978,54953.926345,0.2920594
KIC 11137143,54964.776698,0.3135334
KIC 11138155,54965.5826,4.9593282
KIC 11144556,54954.061015,0.6429797
KIC 11147276,54967.102845,3.1330583
KIC 11147460,54965.942823,4.1077356
KIC 11151970,54954.067131,0.3116291
KIC 11153627,54965.037034,0.5616973
KIC 11154110,54965.026876,0.5296642
KIC 11175495,54954.005791,2.1910272
KIC 11179657,55001.967587,0.7889122
KIC 11180361,54964.777867,0.5330609
KIC 11182260,54954.00646,1.291972
KIC 11187837,54968.290311,17.604587
KIC 11189127,54954.758089,2.6719431
KIC 11190836,54964.663182,0.4040162
KIC 11193447,54953.977495,0.625884
KIC 11197126,54954.298554,4.4948088
KIC 11197853,54999.774875,0.6984615
KIC 11198068,54964.964485,0.4001746
KIC 11198723,54970.570598,6.8403056
KIC 11200405,55000.576576,4.6396
KIC 11200773,54965.043382,2.4895516
KIC 11228612,54967.401223,2.9804799
KIC 11230837,54965.04448,0.4460787
KIC 11231334,54993.02033,4.1574813
KIC 11232745,54970.919026,9.6342435
KIC 11233911,54969.122109,4.9598996
KIC 11234677,54953.872607,1.5874247
