u,g,r,i,z,u-g,g-r,r-i,i-z,Class
19.8508,18.93825,18.70869,18.62548,18.68805,0.91255,0.22956,0.08321,-0.06257000000000001,1.0
19.82095,18.847160000000002,18.63426,18.58253,18.63213,0.9737899999999999,0.2129,0.05173,-0.049600000000000005,1.0
21.62108,20.27345,19.82254,19.71635,19.59369,1.3476299999999999,0.45091000000000003,0.10619,0.12265999999999999,1.0
18.980520000000002,17.935779999999998,17.56394,17.36194,17.29119,1.04474,0.37184,0.20199999999999999,0.07075,2.0
20.965510000000002,20.032729999999997,19.72692,19.5801,19.5215,0.9327799999999999,0.30580999999999997,0.14682,0.0586,1.0
19.441470000000002,18.57178,18.36421,18.28305,18.26214,0.86969,0.20756999999999998,0.08116,0.020909999999999995,1.0
20.834529999999997,19.882189999999998,19.61965,19.46752,19.42229,0.95234,0.26254,0.15213,0.04523,1.0
17.232689999999998,16.13269,15.79745,15.66991,15.662379999999999,1.1,0.33524,0.12754000000000001,0.007530000000000002,3.0
18.48033,17.40977,16.96961,16.75891,16.66781,1.07056,0.44016000000000005,0.2107,0.0911,3.0
20.7994,19.909670000000002,19.66893,19.50959,19.51441,0.8897299999999999,0.24074,0.15934,-0.004819999999999991,1.0
20.15896,19.41214,19.18625,19.07178,19.0997,0.7468199999999999,0.22589,0.11447,-0.02792,1.0
19.13974,17.50446,16.901310000000002,16.67136,16.590510000000002,1.6352799999999998,0.60315,0.22995,0.08085,3.0
23.56885,21.21756,19.82747,19.33505,19.03521,2.35129,1.39009,0.49241999999999997,0.29984,1.0
18.503529999999998,17.42817,16.941760000000002,16.7706,16.70109,1.07536,0.48641,0.17115999999999998,0.06951,3.0
19.180120000000002,18.25431,17.96808,17.90928,17.93194,0.92581,0.28623000000000004,0.0588,-0.02266,2.0
21.34711,18.89379,17.83386,17.520329999999998,17.35605,2.45332,1.0599299999999998,0.31353000000000003,0.16427999999999998,3.0
18.577579999999998,17.50091,17.029,16.863220000000002,16.77018,1.07667,0.47191000000000005,0.16577999999999998,0.09304000000000001,3.0
17.73043,16.56932,16.066979999999997,15.86425,15.76446,1.16111,0.50234,0.20273,0.09979000000000002,3.0
18.998739999999998,17.96588,17.52048,17.366,17.32149,1.0328600000000001,0.4454,0.15448,0.04451,2.0
17.86671,16.71069,16.214760000000002,16.02197,15.92126,1.15602,0.49593000000000004,0.19279000000000002,0.10071000000000001,3.0
19.508860000000002,18.60683,18.289070000000002,18.2123,18.2875,0.9020299999999999,0.31776,0.07677,-0.07519999999999999,1.0
21.05932,19.89104,19.55865,19.47705,19.59321,1.16828,0.33239,0.0816,-0.11615999999999999,1.0
20.48769,19.36216,19.073970000000003,19.02169,18.97478,1.12553,0.28819,0.05227999999999999,0.04691,1.0
16.43146,14.46086,13.716070000000002,14.7511,13.352770000000001,1.9706,0.74479,-1.03503,1.3983299999999996,3.0
19.55359,17.63935,16.9424,16.733320000000003,16.62696,1.9142400000000002,0.69695,0.20908000000000002,0.10636,3.0
20.9745,19.970979999999997,19.66957,19.58665,19.58454,1.00352,0.30141,0.08292000000000001,0.0021100000000000008,1.0
24.634610000000002,21.34608,19.85023,18.91333,18.372410000000002,3.2885300000000006,1.49585,0.9369,0.54092,1.0
17.34388,15.47805,15.757539999999999,15.864770000000002,16.99991,1.8658299999999999,-0.27948999999999996,-0.10722999999999999,-1.13514,4.0
21.00665,20.07275,19.7268,19.6125,19.49171,0.9339,0.34595,0.1143,0.12079000000000001,1.0
20.986079999999998,20.18994,19.89486,19.76715,19.572329999999997,0.79614,0.29508,0.12771,0.19482,1.0
18.32565,17.268320000000003,16.80759,16.58951,16.47759,1.0573299999999999,0.46073000000000003,0.21808000000000002,0.11192,3.0
19.94493,19.05876,18.83318,18.7342,18.67106,0.8861700000000001,0.22558000000000003,0.09898,0.06314,1.0
19.229779999999998,18.34617,18.102729999999998,18.080270000000002,17.95903,0.88361,0.24344000000000002,0.022460000000000008,0.12124000000000001,1.0
20.06684,19.203689999999998,18.97327,18.869670000000003,18.94753,0.86315,0.23041999999999999,0.1036,-0.07785999999999998,1.0
19.67742,18.6856,18.47162,18.36366,18.35538,0.99182,0.21398000000000003,0.10795999999999999,0.008279999999999996,1.0
19.79231,18.92821,18.682489999999998,18.50301,18.62483,0.8641,0.24572,0.17948,-0.12181999999999998,1.0
22.03024,19.42389,18.29626,17.85194,17.6341,2.60635,1.12763,0.44432,0.21784,3.0
20.9142,20.085910000000002,19.798389999999998,19.6399,19.708370000000002,0.82829,0.28752,0.15849000000000002,-0.06847,1.0
15.58221,13.992020000000002,13.2943,13.16032,13.4573,1.59019,0.69772,0.13398,-0.29698,3.0
19.64305,18.72643,18.52873,18.576060000000002,18.40392,0.9166200000000001,0.1977,-0.04733000000000001,0.17214000000000002,1.0
23.40824,21.10578,19.80511,18.62493,17.9766,2.30246,1.30067,1.18018,0.6483300000000001,1.0
20.77424,19.83569,19.57619,19.499489999999998,19.48794,0.93855,0.2595,0.0767,0.011549999999999998,1.0
21.23583,19.23003,18.30076,17.8801,17.66505,2.0058,0.92927,0.42066000000000003,0.21505,3.0
22.79964,20.71448,19.62487,19.17129,18.81853,2.0851599999999997,1.08961,0.45358000000000004,0.35276,1.0
20.24062,19.376720000000002,19.16563,19.05665,19.0198,0.8639,0.21109,0.10898,0.03685,1.0
21.210910000000002,20.30442,19.99415,19.83651,19.84539,0.90649,0.31027,0.15764,-0.008879999999999999,1.0
20.909110000000002,20.034029999999998,19.71892,19.66522,19.65887,0.87508,0.31511,0.0537,0.0063499999999999945,1.0
20.94497,19.97619,19.73838,19.563,19.616120000000002,0.96878,0.23781,0.17538,-0.05312,1.0
20.96859,20.07816,19.80578,19.64019,19.7055,0.8904299999999999,0.27238,0.16559000000000001,-0.06531000000000002,1.0
19.66945,18.76867,18.54956,18.47578,18.4191,0.9007799999999999,0.21911,0.07378,0.056679999999999994,1.0
19.19481,18.28537,18.05451,17.846770000000003,17.91624,0.9094399999999999,0.23085999999999998,0.20774,-0.06947,1.0
20.798779999999997,19.881520000000002,19.63874,19.570710000000002,19.4768,0.9172600000000001,0.24278000000000002,0.06803,0.09391000000000001,1.0
20.80535,19.9911,19.73643,19.60351,19.63525,0.81425,0.25467,0.13292,-0.03173999999999999,1.0
19.81756,18.86433,18.66076,18.57425,18.55015,0.9532299999999999,0.20357000000000003,0.08651,0.0241,1.0
20.23659,19.35855,19.17594,19.04911,19.03055,0.8780399999999999,0.18261,0.12683,0.01856,1.0
20.95543,20.051029999999997,19.80702,19.74118,19.67928,0.9044,0.24401,0.06584,0.0619,1.0
20.07762,19.17403,18.965,18.88896,18.816,0.90359,0.20903000000000002,0.07604,0.07296,1.0
20.48171,19.62579,19.3828,19.28415,19.272129999999997,0.8559200000000001,0.24299,0.09865,0.012020000000000003,1.0
